service_id,date,exception_type
612,20180307,1
616,20180311,1
616,20180218,1
614,20180214,1
614,20180215,1
614,20180216,1
614,20180305,1
614,20180306,1
614,20180307,1
614,20180308,1
614,20180309,1
5135,20180214,1
5135,20180215,1
5135,20180216,1
5135,20180305,1
5135,20180306,1
5135,20180307,1
5135,20180308,1
5135,20180309,1
5133,20180214,1
5133,20180307,1
5134,20180215,1
5134,20180216,1
5134,20180305,1
5134,20180306,1
5134,20180308,1
5134,20180309,1
5332,20180218,1
5336,20180215,1
5336,20180217,2
5331,20180221,1
5331,20180224,1
5331,20180222,2
5334,20180227,1
5333,20180303,1
48,20180214,1
48,20180215,1
48,20180216,1
48,20180305,1
48,20180306,1
48,20180307,1
48,20180308,1
48,20180309,1
43,20180214,1
43,20180307,1
46,20180215,1
46,20180216,1
46,20180305,1
46,20180306,1
46,20180308,1
46,20180309,1
45,20180214,1
45,20180217,1
45,20180307,1
45,20180310,1
40,20180217,1
40,20180310,1
47,20180215,1
47,20180216,1
47,20180217,1
47,20180305,1
47,20180306,1
47,20180308,1
47,20180309,1
47,20180310,1
49,20180214,1
49,20180215,1
49,20180216,1
49,20180217,1
49,20180305,1
49,20180306,1
49,20180307,1
49,20180308,1
49,20180309,1
49,20180310,1
38,20180305,1
6787,20180214,1
6787,20180215,1
6787,20180216,1
6787,20180305,1
6787,20180306,1
6787,20180307,1
6787,20180308,1
6787,20180309,1
6793,20180217,1
6793,20180310,1
6794,20180310,1
6794,20180311,1
6794,20180217,1
6794,20180218,1
6790,20180311,1
6790,20180218,1
6788,20180216,1
6788,20180217,1
6788,20180309,1
6788,20180310,1
692,20180217,1
692,20180310,1
220,20180217,1
220,20180310,1
196,20180214,1
196,20180215,1
196,20180216,1
196,20180305,1
196,20180306,1
196,20180307,1
196,20180308,1
196,20180309,1
688,20180214,1
688,20180215,1
688,20180216,1
688,20180305,1
688,20180306,1
688,20180307,1
688,20180308,1
688,20180309,1
702,20180217,1
702,20180310,1
660,20180311,1
660,20180218,1
698,20180214,1
698,20180215,1
698,20180216,1
698,20180305,1
698,20180306,1
698,20180307,1
698,20180308,1
698,20180309,1
294,20180214,1
294,20180215,1
294,20180216,1
294,20180305,1
294,20180306,1
294,20180307,1
294,20180308,1
294,20180309,1
229,20180214,1
229,20180215,1
229,20180305,1
229,20180306,1
229,20180307,1
229,20180308,1
222,20180216,1
222,20180309,1
282,20180214,1
282,20180215,1
282,20180216,1
282,20180305,1
282,20180306,1
282,20180307,1
282,20180308,1
282,20180309,1
285,20180214,1
285,20180215,1
285,20180305,1
285,20180306,1
285,20180307,1
285,20180308,1
283,20180214,1
283,20180215,1
283,20180216,1
283,20180305,1
283,20180306,1
283,20180307,1
283,20180308,1
283,20180309,1
284,20180214,1
284,20180215,1
284,20180216,1
284,20180217,1
284,20180306,1
284,20180307,1
284,20180308,1
284,20180309,1
284,20180310,1
291,20180216,1
291,20180309,1
290,20180310,1
290,20180217,1
297,20180214,1
297,20180215,1
297,20180216,1
297,20180305,1
297,20180306,1
297,20180307,1
297,20180308,1
297,20180309,1
230,20180214,1
230,20180215,1
230,20180216,1
230,20180306,1
230,20180307,1
230,20180308,1
230,20180309,1
311,20180214,1
311,20180215,1
311,20180216,1
311,20180305,1
311,20180306,1
311,20180307,1
311,20180308,1
311,20180309,1
235,20180216,1
235,20180309,1
234,20180217,1
234,20180310,1
317,20180214,1
317,20180215,1
317,20180216,1
317,20180305,1
317,20180306,1
317,20180307,1
317,20180308,1
317,20180309,1
318,20180214,1
318,20180215,1
318,20180305,1
318,20180306,1
318,20180307,1
318,20180308,1
300,20180214,1
300,20180215,1
300,20180305,1
300,20180306,1
300,20180307,1
300,20180308,1
301,20180214,1
301,20180215,1
301,20180305,1
301,20180306,1
301,20180307,1
301,20180308,1
307,20180214,1
307,20180215,1
307,20180305,1
307,20180306,1
307,20180307,1
307,20180308,1
7363,20180214,1
7363,20180215,1
7363,20180216,1
7363,20180305,1
7363,20180306,1
7363,20180307,1
7363,20180308,1
7363,20180309,1
7365,20180214,1
7365,20180215,1
7365,20180216,1
7365,20180305,1
7365,20180306,1
7365,20180307,1
7365,20180308,1
7365,20180309,1
7366,20180214,1
7366,20180215,1
7366,20180216,1
7366,20180217,1
7366,20180306,1
7366,20180307,1
7366,20180308,1
7366,20180309,1
7366,20180310,1
7367,20180217,1
7367,20180310,1
7370,20180214,1
7370,20180215,1
7370,20180216,1
7370,20180305,1
7370,20180306,1
7370,20180307,1
7370,20180308,1
7370,20180309,1
7373,20180214,1
7373,20180215,1
7373,20180216,1
7373,20180217,1
7373,20180306,1
7373,20180307,1
7373,20180308,1
7373,20180309,1
7373,20180310,1
7374,20180214,1
7374,20180215,1
7374,20180216,1
7374,20180217,1
7374,20180306,1
7374,20180307,1
7374,20180308,1
7374,20180309,1
7374,20180310,1
7375,20180217,1
7375,20180310,1
6857,20180214,1
6857,20180215,1
6857,20180305,1
6857,20180306,1
6857,20180307,1
6857,20180308,1
6858,20180216,1
6858,20180309,1
7371,20180214,1
7371,20180215,1
7371,20180216,1
7371,20180305,1
7371,20180306,1
7371,20180307,1
7371,20180308,1
7371,20180309,1
4667,20180214,1
4667,20180215,1
4667,20180216,1
4667,20180305,1
4667,20180306,1
4667,20180307,1
4667,20180308,1
4667,20180309,1
4668,20180214,1
4668,20180215,1
4668,20180305,1
4668,20180306,1
4668,20180307,1
4668,20180308,1
4669,20180216,1
4669,20180309,1
4676,20180214,1
4676,20180215,1
4676,20180216,1
4676,20180305,1
4676,20180306,1
4676,20180307,1
4676,20180308,1
4676,20180309,1
4678,20180214,1
4678,20180215,1
4678,20180216,1
4678,20180306,1
4678,20180307,1
4678,20180308,1
4678,20180309,1
4677,20180214,1
4677,20180215,1
4677,20180305,1
4677,20180306,1
4677,20180307,1
4677,20180308,1
7761,20180214,1
7761,20180215,1
7761,20180216,1
7761,20180305,1
7761,20180306,1
7761,20180307,1
7761,20180308,1
7761,20180309,1
7665,20180214,1
7665,20180215,1
7665,20180216,1
7665,20180305,1
7665,20180306,1
7665,20180307,1
7665,20180308,1
7665,20180309,1
7766,20180214,1
7766,20180215,1
7766,20180216,1
7766,20180305,1
7766,20180306,1
7766,20180307,1
7766,20180308,1
7766,20180309,1
4643,20180214,1
4643,20180215,1
4643,20180216,1
4643,20180305,1
4643,20180306,1
4643,20180307,1
4643,20180308,1
4643,20180309,1
2471,20180214,1
2471,20180215,1
2471,20180305,1
2471,20180306,1
2471,20180307,1
2471,20180308,1
2459,20180216,1
2459,20180309,1
2460,20180217,1
2460,20180310,1
4646,20180217,1
4646,20180310,1
4652,20180214,1
4652,20180215,1
4652,20180216,1
4652,20180305,1
4652,20180306,1
4652,20180307,1
4652,20180308,1
4652,20180309,1
4655,20180217,1
4655,20180310,1
4661,20180214,1
4661,20180215,1
4661,20180216,1
4661,20180305,1
4661,20180306,1
4661,20180307,1
4661,20180308,1
4661,20180309,1
2544,20180214,1
2544,20180215,1
2544,20180216,1
2544,20180305,1
2544,20180306,1
2544,20180307,1
2544,20180308,1
2544,20180309,1
646,20180217,1
646,20180310,1
2473,20180216,1
2473,20180309,1
2475,20180214,1
2475,20180215,1
2475,20180305,1
2475,20180306,1
2475,20180307,1
2475,20180308,1
2549,20180214,1
2549,20180215,1
2549,20180216,1
2549,20180305,1
2549,20180306,1
2549,20180307,1
2549,20180308,1
2549,20180309,1
7379,20180214,1
7379,20180215,1
7379,20180216,1
7379,20180305,1
7379,20180306,1
7379,20180307,1
7379,20180308,1
7379,20180309,1
7380,20180217,1
7380,20180310,1
7382,20180214,1
7382,20180215,1
7382,20180216,1
7382,20180306,1
7382,20180307,1
7382,20180308,1
7382,20180309,1
7381,20180214,1
7381,20180215,1
7381,20180216,1
7381,20180217,1
7381,20180306,1
7381,20180307,1
7381,20180308,1
7381,20180309,1
7381,20180310,1
7385,20180214,1
7385,20180215,1
7385,20180216,1
7385,20180305,1
7385,20180306,1
7385,20180307,1
7385,20180308,1
7385,20180309,1
3886,20180215,1
3886,20180305,1
3886,20180306,1
3886,20180308,1
4681,20180214,1
4681,20180215,1
4681,20180216,1
4681,20180305,1
4681,20180306,1
4681,20180307,1
4681,20180308,1
4681,20180309,1
4685,20180214,1
4685,20180215,1
4685,20180216,1
4685,20180305,1
4685,20180306,1
4685,20180307,1
4685,20180308,1
4685,20180309,1
3887,20180216,1
3887,20180309,1
3885,20180214,1
3885,20180307,1
4682,20180214,1
4682,20180215,1
4682,20180216,1
4682,20180305,1
4682,20180306,1
4682,20180307,1
4682,20180308,1
4682,20180309,1
4684,20180215,2
4684,20180305,2
4684,20180306,2
4684,20180308,2
4691,20180214,1
4691,20180215,1
4691,20180216,1
4691,20180305,1
4691,20180306,1
4691,20180307,1
4691,20180308,1
4691,20180309,1
4689,20180214,1
4689,20180215,1
4689,20180216,1
4689,20180305,1
4689,20180306,1
4689,20180307,1
4689,20180308,1
4689,20180309,1
2668,20180214,1
2668,20180215,1
2668,20180216,1
2668,20180305,1
2668,20180306,1
2668,20180307,1
2668,20180308,1
2668,20180309,1
2667,20180214,1
2667,20180215,1
2667,20180216,1
2667,20180217,1
2667,20180306,1
2667,20180307,1
2667,20180308,1
2667,20180309,1
2667,20180310,1
2679,20180214,1
2679,20180215,1
2679,20180216,1
2679,20180305,1
2679,20180306,1
2679,20180307,1
2679,20180308,1
2679,20180309,1
2680,20180214,1
2680,20180215,1
2680,20180216,1
2680,20180217,1
2680,20180306,1
2680,20180307,1
2680,20180308,1
2680,20180309,1
2680,20180310,1
7404,20180214,1
7404,20180215,1
7404,20180216,1
7404,20180305,1
7404,20180306,1
7404,20180307,1
7404,20180308,1
7404,20180309,1
7402,20180217,1
7402,20180310,1
7405,20180216,1
7405,20180309,1
7403,20180311,1
7403,20180218,1
6859,20180214,1
6859,20180215,1
6859,20180305,1
6859,20180306,1
6859,20180307,1
6859,20180308,1
6854,20180217,1
6854,20180310,1
7406,20180214,1
7406,20180215,1
7406,20180216,1
7406,20180217,1
7406,20180306,1
7406,20180307,1
7406,20180308,1
7406,20180309,1
7406,20180310,1
7410,20180214,1
7410,20180215,1
7410,20180305,1
7410,20180306,1
7410,20180307,1
7410,20180308,1
7409,20180214,1
7409,20180215,1
7409,20180216,1
7409,20180306,1
7409,20180307,1
7409,20180308,1
7409,20180309,1
7427,20180214,1
7427,20180215,1
7427,20180216,1
7427,20180305,1
7427,20180306,1
7427,20180307,1
7427,20180308,1
7427,20180309,1
7426,20180217,1
7426,20180310,1
7415,20180214,1
7415,20180215,1
7415,20180216,1
7415,20180305,1
7415,20180306,1
7415,20180307,1
7415,20180308,1
7415,20180309,1
7416,20180216,1
7416,20180309,1
7421,20180214,1
7421,20180215,1
7421,20180305,1
7421,20180306,1
7421,20180307,1
7421,20180308,1
7420,20180214,1
7420,20180215,1
7420,20180216,1
7420,20180306,1
7420,20180307,1
7420,20180308,1
7420,20180309,1
7414,20180311,1
7414,20180218,1
7413,20180217,1
7413,20180310,1
7417,20180214,1
7417,20180215,1
7417,20180216,1
7417,20180217,1
7417,20180306,1
7417,20180307,1
7417,20180308,1
7417,20180309,1
7417,20180310,1
2893,20180214,1
2893,20180215,1
2893,20180216,1
2893,20180305,1
2893,20180306,1
2893,20180307,1
2893,20180308,1
2893,20180309,1
2814,20180217,1
2814,20180310,1
2881,20180214,1
2881,20180215,1
2881,20180216,1
2881,20180305,1
2881,20180306,1
2881,20180307,1
2881,20180308,1
2881,20180309,1
2886,20180214,1
2886,20180215,1
2886,20180305,1
2886,20180306,1
2886,20180307,1
2886,20180308,1
2882,20180216,1
2882,20180309,1
2885,20180217,1
2885,20180310,1
2884,20180214,1
2884,20180215,1
2884,20180216,1
2884,20180217,1
2884,20180306,1
2884,20180307,1
2884,20180308,1
2884,20180309,1
2884,20180310,1
2883,20180214,1
2883,20180215,1
2883,20180216,1
2883,20180305,1
2883,20180306,1
2883,20180307,1
2883,20180308,1
2883,20180309,1
2899,20180214,1
2899,20180215,1
2899,20180216,1
2899,20180305,1
2899,20180306,1
2899,20180307,1
2899,20180308,1
2899,20180309,1
2895,20180214,1
2895,20180215,1
2895,20180216,1
2895,20180305,1
2895,20180306,1
2895,20180307,1
2895,20180308,1
2895,20180309,1
2897,20180214,1
2897,20180215,1
2897,20180216,1
2897,20180217,1
2897,20180306,1
2897,20180307,1
2897,20180308,1
2897,20180309,1
2897,20180310,1
2902,20180217,1
2902,20180310,1
2811,20180216,1
2811,20180309,1
2813,20180214,1
2813,20180215,1
2813,20180305,1
2813,20180306,1
2813,20180307,1
2813,20180308,1
1455,20180214,1
1455,20180215,1
1455,20180216,1
1455,20180305,1
1455,20180306,1
1455,20180307,1
1455,20180308,1
1455,20180309,1
1442,20180310,1
2553,20180214,1
2553,20180215,1
2553,20180216,1
2553,20180305,1
2553,20180306,1
2553,20180307,1
2553,20180308,1
2553,20180309,1
2553,20180310,1
2552,20180310,2
200,20180214,1
200,20180215,1
200,20180216,1
200,20180305,1
200,20180306,1
200,20180307,1
200,20180308,1
200,20180309,1
7667,20180218,1
7673,20180217,1
7772,20180305,1
7772,20180306,1
7772,20180307,1
7772,20180308,1
7772,20180309,1
7773,20180227,2
7773,20180228,2
7773,20180301,2
7773,20180302,2
7773,20180303,2
7672,20180219,1
798,20180217,1
2215,20180310,1
931,20180311,1
2225,20180214,1
2225,20180215,1
2225,20180216,1
2225,20180217,1
2225,20180306,1
2225,20180307,1
2225,20180308,1
2225,20180309,1
2225,20180310,1
2223,20180214,1
2223,20180215,1
2223,20180216,1
2223,20180305,1
2223,20180306,1
2223,20180307,1
2223,20180308,1
2223,20180309,1
2227,20180217,1
2227,20180310,1
2234,20180214,1
2234,20180215,1
2234,20180216,1
2234,20180305,1
2234,20180306,1
2234,20180307,1
2234,20180308,1
2234,20180309,1
2237,20180217,1
2237,20180310,1
2239,20180311,1
2239,20180218,1
360,20180214,1
360,20180215,1
360,20180216,1
360,20180305,1
360,20180306,1
360,20180307,1
360,20180308,1
360,20180309,1
334,20180214,1
334,20180215,1
334,20180216,1
334,20180305,1
334,20180306,1
334,20180307,1
334,20180308,1
334,20180309,1
343,20180214,1
343,20180215,1
343,20180216,1
343,20180305,1
343,20180306,1
343,20180307,1
343,20180308,1
343,20180309,1
335,20180214,1
335,20180215,1
335,20180305,1
335,20180306,1
335,20180307,1
335,20180308,1
341,20180216,1
341,20180309,1
337,20180305,2
337,20180306,2
337,20180307,2
337,20180308,2
337,20180309,2
346,20180214,1
346,20180215,1
346,20180216,1
346,20180305,1
346,20180306,1
346,20180307,1
346,20180308,1
346,20180309,1
347,20180216,2
355,20180214,1
355,20180215,1
355,20180216,1
355,20180305,1
355,20180306,1
355,20180307,1
355,20180308,1
355,20180309,1
350,20180216,1
350,20180309,1
357,20180305,2
357,20180306,2
357,20180307,2
357,20180308,2
654,20180214,1
654,20180215,1
654,20180216,1
654,20180305,1
654,20180306,1
654,20180307,1
654,20180308,1
654,20180309,1
4588,20180305,2
4588,20180306,2
4588,20180307,2
4588,20180308,2
4588,20180309,2
625,20180214,1
625,20180215,1
625,20180216,1
625,20180305,1
625,20180306,1
625,20180307,1
625,20180308,1
625,20180309,1
924,20180310,1
800,20180215,1
800,20180216,1
800,20180305,1
800,20180306,1
800,20180308,1
800,20180309,1
917,20180214,1
917,20180307,1
4568,20180214,1
4568,20180215,1
4568,20180216,1
4568,20180305,1
4568,20180306,1
4568,20180307,1
4568,20180308,1
4568,20180309,1
4566,20180305,2
4566,20180306,2
4566,20180307,2
4566,20180308,2
4566,20180309,2
4586,20180214,1
4586,20180215,1
4586,20180216,1
4586,20180305,1
4586,20180306,1
4586,20180307,1
4586,20180308,1
4586,20180309,1
4578,20180214,1
4578,20180215,1
4578,20180216,1
4578,20180305,1
4578,20180306,1
4578,20180307,1
4578,20180308,1
4578,20180309,1
4575,20180214,1
4575,20180215,1
4575,20180216,1
4575,20180305,1
4575,20180306,1
4575,20180307,1
4575,20180308,1
4575,20180309,1
4572,20180305,2
4572,20180306,2
4572,20180307,2
4572,20180308,2
4572,20180309,2
4573,20180310,1
4573,20180305,2
4573,20180306,2
4573,20180307,2
4573,20180308,2
4573,20180309,2
4570,20180305,2
4570,20180306,2
4570,20180307,2
4570,20180308,2
4570,20180309,2
4576,20180214,1
4576,20180215,1
4576,20180216,1
4576,20180305,1
4576,20180306,1
4576,20180307,1
4576,20180308,1
4576,20180309,1
4579,20180214,1
4579,20180215,1
4579,20180216,1
4579,20180305,1
4579,20180306,1
4579,20180307,1
4579,20180308,1
4579,20180309,1
923,20180311,1
3880,20180214,1
3880,20180216,1
3880,20180217,1
3880,20180306,1
3880,20180307,1
3880,20180309,1
3880,20180310,1
4559,20180214,1
4559,20180215,1
4559,20180216,1
4559,20180305,1
4559,20180306,1
4559,20180307,1
4559,20180308,1
4559,20180309,1
4557,20180305,2
4557,20180306,2
4557,20180307,2
4557,20180308,2
4557,20180309,2
916,20180215,1
916,20180308,1
4555,20180214,1
4555,20180215,1
4555,20180216,1
4555,20180305,1
4555,20180306,1
4555,20180307,1
4555,20180308,1
4555,20180309,1
4564,20180214,1
4564,20180215,1
4564,20180216,1
4564,20180305,1
4564,20180306,1
4564,20180307,1
4564,20180308,1
4564,20180309,1
4556,20180214,1
4556,20180215,1
4556,20180216,1
4556,20180305,1
4556,20180306,1
4556,20180307,1
4556,20180308,1
4556,20180309,1
553,20180214,1
553,20180215,1
553,20180216,1
553,20180305,1
553,20180306,1
553,20180307,1
553,20180308,1
553,20180309,1
6801,20180310,1
6798,20180311,1
788,20180214,1
788,20180215,1
788,20180216,1
788,20180305,1
788,20180306,1
788,20180307,1
788,20180308,1
788,20180309,1
2532,20180214,1
2532,20180215,1
2532,20180216,1
2532,20180305,1
2532,20180306,1
2532,20180307,1
2532,20180308,1
2532,20180309,1
2534,20180305,2
2534,20180306,2
2534,20180307,2
2534,20180308,2
2531,20180216,2
2540,20180305,2
2540,20180306,2
2540,20180307,2
2540,20180308,2
2538,20180214,1
2538,20180215,1
2538,20180216,1
2538,20180305,1
2538,20180306,1
2538,20180307,1
2538,20180308,1
2538,20180309,1
2537,20180216,2
3226,20180214,1
3226,20180215,1
3226,20180216,1
3226,20180305,1
3226,20180306,1
3226,20180307,1
3226,20180308,1
3226,20180309,1
3229,20180214,1
3229,20180215,1
3229,20180216,1
3229,20180217,1
3229,20180306,1
3229,20180307,1
3229,20180308,1
3229,20180309,1
3229,20180310,1
895,20180310,1
3227,20180311,1
4636,20180214,1
4636,20180215,1
4636,20180216,1
4636,20180305,1
4636,20180306,1
4636,20180307,1
4636,20180308,1
4636,20180309,1
4637,20180214,1
4637,20180215,1
4637,20180216,1
4637,20180217,1
4637,20180306,1
4637,20180307,1
4637,20180308,1
4637,20180309,1
4637,20180310,1
2488,20180214,1
2488,20180215,1
2488,20180216,1
2488,20180305,1
2488,20180306,1
2488,20180307,1
2488,20180308,1
2488,20180309,1
4638,20180214,1
4638,20180215,1
4638,20180216,1
4638,20180305,1
4638,20180306,1
4638,20180307,1
4638,20180308,1
4638,20180309,1
4639,20180214,1
4639,20180215,1
4639,20180216,1
4639,20180217,1
4639,20180306,1
4639,20180307,1
4639,20180308,1
4639,20180309,1
4639,20180310,1
7359,20180214,1
7359,20180215,1
7359,20180216,1
7359,20180305,1
7359,20180306,1
7359,20180307,1
7359,20180308,1
7359,20180309,1
6856,20180214,1
6856,20180215,1
6856,20180216,1
6856,20180305,1
6856,20180306,1
6856,20180307,1
6856,20180308,1
6856,20180309,1
7360,20180305,2
7360,20180306,2
7360,20180307,2
7360,20180308,2
7360,20180309,2
7361,20180214,1
7361,20180215,1
7361,20180216,1
7361,20180305,1
7361,20180306,1
7361,20180307,1
7361,20180308,1
7361,20180309,1
7362,20180214,1
7362,20180215,1
7362,20180216,1
7362,20180305,1
7362,20180306,1
7362,20180307,1
7362,20180308,1
7362,20180309,1
1720,20180215,1
1720,20180216,1
1720,20180305,1
1720,20180306,1
1720,20180308,1
1720,20180309,1
3883,20180214,1
3883,20180307,1
4620,20180307,2
4621,20180214,1
4621,20180215,1
4621,20180216,1
4621,20180305,1
4621,20180306,1
4621,20180307,1
4621,20180308,1
4621,20180309,1
4625,20180214,1
4625,20180215,1
4625,20180216,1
4625,20180305,1
4625,20180306,1
4625,20180307,1
4625,20180308,1
4625,20180309,1
4624,20180307,2
801,20180214,1
801,20180215,1
801,20180216,1
801,20180305,1
801,20180306,1
801,20180307,1
801,20180308,1
801,20180309,1
3334,20180214,1
3334,20180215,1
3334,20180216,1
3334,20180305,1
3334,20180306,1
3334,20180307,1
3334,20180308,1
3334,20180309,1
2042,20180214,1
2042,20180215,1
2042,20180216,1
2042,20180305,1
2042,20180306,1
2042,20180307,1
2042,20180308,1
2042,20180309,1
2209,20180214,1
2209,20180215,1
2209,20180216,1
2209,20180305,1
2209,20180306,1
2209,20180307,1
2209,20180308,1
2209,20180309,1
2210,20180214,1
2210,20180215,1
2210,20180216,1
2210,20180305,1
2210,20180306,1
2210,20180307,1
2210,20180308,1
2210,20180309,1
3882,20180214,1
3882,20180215,1
3882,20180216,1
3882,20180217,1
3882,20180306,1
3882,20180307,1
3882,20180308,1
3882,20180309,1
3882,20180310,1
1445,20180311,1
4598,20180214,1
4598,20180215,1
4598,20180216,1
4598,20180305,1
4598,20180306,1
4598,20180307,1
4598,20180308,1
4598,20180309,1
4593,20180214,1
4593,20180215,1
4593,20180216,1
4593,20180305,1
4593,20180306,1
4593,20180307,1
4593,20180308,1
4593,20180309,1
4592,20180311,1
4605,20180217,1
4605,20180310,1
4604,20180214,1
4604,20180215,1
4604,20180216,1
4604,20180305,1
4604,20180306,1
4604,20180307,1
4604,20180308,1
4604,20180309,1
4604,20180217,2
4601,20180214,1
4601,20180215,1
4601,20180216,1
4601,20180305,1
4601,20180306,1
4601,20180307,1
4601,20180308,1
4601,20180309,1
4603,20180214,1
4603,20180215,1
4603,20180305,1
4603,20180306,1
4603,20180307,1
4603,20180308,1
4607,20180216,1
4607,20180309,1
797,20180216,1
4600,20180311,1
3241,20180311,1
928,20180309,1
4616,20180311,1
4591,20180217,1
4591,20180310,1
4589,20180311,1
4590,20180214,1
4590,20180215,1
4590,20180216,1
4590,20180305,1
4590,20180306,1
4590,20180307,1
4590,20180308,1
4590,20180309,1
4597,20180311,1
4613,20180217,1
4613,20180310,1
4614,20180216,1
4614,20180309,1
4611,20180214,1
4611,20180215,1
4611,20180216,1
4611,20180305,1
4611,20180306,1
4611,20180307,1
4611,20180308,1
4611,20180309,1
4610,20180311,1
4612,20180214,1
4612,20180215,1
4612,20180305,1
4612,20180306,1
4612,20180307,1
