stop_id,name,code,destination,osm:ref:FR:STIF,osm:ref:FR:STIF:ExternalCode_Line
StopPoint:Node:345242715,Cachin Blatreux,G'bus,Goussainville RER,38457,014014099:Gbus
StopPoint:Node:372723106,Carrefour de l'Europe,G'bus,Goussainville RER,38478,014014099:Gbus
StopPoint:Node:5320764716,Chapellerie,30B,Gare de Goussainville,38484,014014030:30B
StopPoint:Node:504477783,Sécurité Sociale,R104,Institut Saint-Dominique (Mortefontaine),419475;38763,014014915:R104
StopPoint:Node:837209773,Les Noues RER,R104,Institut Saint-Dominique (Mortefontaine),419498,014014915:R104
StopPoint:Node:837350590,École Gabriel Péri,R104,Institut Saint-Dominique (Mortefontaine),37989,014014915:R104
StopPoint:Node:5320764716,Chapellerie,R104,Institut Saint-Dominique (Mortefontaine),38484,014014915:R104
StopPoint:Node:1938481314,Petit Argenteuil,R104,Institut Saint-Dominique (Mortefontaine),38681,014014915:R104
StopPoint:Node:1637896007,Monument,R104,Institut Saint-Dominique (Mortefontaine),38664,014014915:R104
StopPoint:Node:4332121625,Poincaré,Licorne,Foyer Jean Rostand (Villeneuve-le-Roi),21646,002002002:LIC
StopPoint:Node:4322931739,Nikos Belloyanis,Licorne,Foyer Jean Rostand (Villeneuve-le-Roi),21649,002002002:LIC
StopPoint:Node:4324200432,Louis Jarrige,Licorne,Foyer Jean Rostand (Villeneuve-le-Roi),10291,002002002:LIC
StopPoint:Node:4114476363,Parc en Seine,Licorne,Foyer Jean Rostand (Villeneuve-le-Roi),35844,002002002:LIC
StopPoint:Node:4325184864,G. du Vair,Licorne,Foyer Jean Rostand (Villeneuve-le-Roi),21651,002002002:LIC
StopPoint:Node:4405437257,Foyer Jean Rostand,Licorne,Foyer Jean Rostand (Villeneuve-le-Roi),10297,002002002:LIC
StopPoint:Node:387899945,Saint-Maur Créteil,TVM,Saint-Maur - Créteil RER,425028,100100014:TVM
StopPoint:Node:4324200432,Louis Jarrige,Centaure,Gare de Villeneuve-le-Roi,10291,002002002:CEN
StopPoint:Node:928458342,Europarc,393,Thiais - Carrefour de la Résistance,21791;21800,100100393:393
StopPoint:Node:2917717260,Mairie d'Alfortville,103,Rungis - Marché International,27509,100100103:103
StopPoint:Node:412847217,8 Mai 1945,182,Villeneuve-Saint-Georges - Villeneuve Triage RER,415252,100100182:182
StopPoint:Node:3889783176,Quartier du Port,582,Choisy-le-Roi RER,20465,100100582:CHOISYB
StopPoint:Node:4331200570,C.T.M.,582,Choisy-le-Roi RER,41589,100100582:CHOISYB
StopPoint:Node:3889783172,Charles Jules Vaillant,582,Choisy-le-Roi RER,25195,100100582:CHOISYB
StopPoint:Node:3889783175,Crèche Jean Effel,582,Choisy-le-Roi RER,25196,100100582:CHOISYB
StopPoint:Node:4323395903,Église Saint-Martin,582,Choisy-le-Roi RER,30203,100100582:CHOISYB
StopPoint:Node:4602412631,Robert Peary,582,Choisy-le-Roi RER,37796,100100582:CHOISYB
StopPoint:Node:4320363654,Rue du Four,582,Choisy-le-Roi RER,30202,100100582:CHOISYB
StopPoint:Node:2271257412,Spinoza,582,Choisy-le-Roi RER,30220,100100582:CHOISYB
StopPoint:Node:392653539,Rue Yves Léger,582,Choisy-le-Roi RER,30223,100100582:CHOISYB
StopPoint:Node:437016462,Mairie de Choisy-le-Roi,582,Choisy-le-Roi RER,30217,100100582:CHOISYB
StopPoint:Node:387479834,Rouget de Lisle,582,Choisy-le-Roi RER,22741,100100582:CHOISYB
StopPoint:Node:392683360,Hugo-Mirabeau,582,Choisy-le-Roi RER,23543,100100582:CHOISYB
StopPoint:Node:1936001337,Théophile Ducloux,582,Choisy-le-Roi RER,28584,100100582:CHOISYB
StopPoint:Node:4330471930,Parc Paysager des Gondoles,582,Choisy-le-Roi RER,30208,100100582:CHOISYB
StopPoint:Node:392654785,Stade Jean Bouin,582,Choisy-le-Roi RER,30210,100100582:CHOISYB
StopPoint:Node:392654786,Collège Jules Valles,582,Choisy-le-Roi RER,30207,100100582:CHOISYB
StopPoint:Node:413428632,Auguste Franchot,582,Choisy-le-Roi RER,30212,100100582:CHOISYB
StopPoint:Node:413428636,Émile Zola,582,Choisy-le-Roi RER,30221,100100582:CHOISYB
StopPoint:Node:422762754,Cimetière,582,Choisy-le-Roi RER,30201,100100582:CHOISYB
StopPoint:Node:422762756,Conservatoire,582,Choisy-le-Roi RER,30214,100100582:CHOISYB
StopPoint:Node:412847217,8 Mai 1945,582,Choisy-le-Roi RER,415252,100100582:CHOISYB
StopPoint:Node:415306760,Clemenceau,582,Choisy-le-Roi RER,30206,100100582:CHOISYB
StopPoint:Node:670930103,Alma,120,Hôpital Saint-Camille,28743,100100120:120
StopPoint:Node:670930575,Guy Moquet,120,Hôpital Saint-Camille,28744,100100120:120
StopPoint:Node:2274067839,Cimetière Parisien – Place du Général de Gaulle,183,Aéroport d'Orly - Terminal Sud,26684,100100183:183
StopPoint:Node:2274067870,Verdun Chateaudun,183,Aéroport d'Orly - Terminal Sud,26682,100100183:183
StopPoint:Node:3551981709,Porte d'Orléans,128,Robinson RER,414775,100100128:128
StopPoint:Node:2076413211,Gabrielle de Guerchy,128,Robinson RER,7842,100100128:128
StopPoint:Node:2344644900,Mairie de Montrouge,128,Robinson RER,35155,100100128:128
StopPoint:Node:447882066,Verdier,128,Robinson RER,35153,100100128:128
StopPoint:Node:447882071,Boileau,128,Robinson RER,35154,100100128:128
StopPoint:Node:447882073,Cimetière Parisien,128,Robinson RER,35148,100100128:128
StopPoint:Node:447882076,Jean-Marin Naudin,128,Robinson RER,413071,100100128:128
StopPoint:Node:447887510,Pasteur,128,Robinson RER,28756,100100128:128
StopPoint:Node:447887513,Rue de l'Égalité,128,Robinson RER,40825,100100128:128
StopPoint:Node:447887528,Hôtel de Ville de Bagneux,128,Robinson RER,28758,100100128:128
StopPoint:Node:447887531,Rue Froide,128,Robinson RER,40081,100100128:128
StopPoint:Node:447887532,Dampierre,128,Robinson RER,40089,100100128:128
StopPoint:Node:447891061,Sentier des Lilas,128,Robinson RER,28761,100100128:128
StopPoint:Node:447891067,Château Sainte-Barbe,128,Robinson RER,26829,100100128:128
StopPoint:Node:447894693,Fontenay-aux-Roses RER,128,Robinson RER,35152,100100128:128
StopPoint:Node:447894695,Gambetta,128,Robinson RER,27896,100100128:128
StopPoint:Node:447900832,Rue du Lycée,128,Robinson RER,20500,100100128:128
StopPoint:Node:447900838,Fontenay-Houdan,128,Robinson RER,22333,100100128:128
StopPoint:Node:447900840,Mairie de Sceaux,128,Robinson RER,35811,100100128:128
StopPoint:Node:447902857,Cimetière de Sceaux,128,Robinson RER,26805,100100128:128
StopPoint:Node:3104458731,Robinson RER,128,Robinson RER,40386,100100128:128
StopPoint:Node:621353037,Mairie de Romainville,105,Mairie des Pavillons-sous-Bois,26440,100100105:105
StopPoint:Node:574874400,Noisy-le-Sec — RER,105,Mairie des Pavillons-sous-Bois,27545,100100105:105
StopPoint:Node:1849926696,Vassou - Lénine,129,Mairie de Montreuil,26439,100100129:129
StopPoint:Node:621353037,Mairie de Romainville,129,Mairie de Montreuil,26440,100100129:129
StopPoint:Node:3760193618,Paul Bert,249,Centre Ville (Dugny),29295,100100249:249
StopPoint:Node:3760193620,Maison de Retraite,249,Centre Ville (Dugny),29297,100100249:249
StopPoint:Node:3760220079,Général Schramm,249,Centre Ville (Dugny),29310,100100249:249
StopPoint:Node:3760243991,Chabrol,249,Centre Ville (Dugny),29308,100100249:249
StopPoint:Node:2712275560,Centre des Essences,249,Centre Ville (Dugny),29306,100100249:249
StopPoint:Node:2640208732,Le Haricot,DM22,Gare de Savigny-sur-Orge,15132,055055022:DM22
StopPoint:Node:2648545238,Bretagne,DM22,Gare de Savigny-sur-Orge,3548,055055022:DM22
StopPoint:Node:497028946,Molière,DM22,Gare de Savigny-sur-Orge,3582,055055022:DM22
StopPoint:Node:661048884,Le Billoir,DM22,Gare de Savigny-sur-Orge,3571,055055022:DM22
StopPoint:Node:497040886,Lt Col. Bizeul,DM22,Gare de Savigny-sur-Orge,3554,055055022:DM22
StopPoint:Node:1257233400,Château de Vincennes,318,Raymond Queneau (Pantin),421221,100100318:318
StopPoint:Node:1209143170,Avenue du Château,318,Raymond Queneau (Pantin),36980,100100318:318
StopPoint:Node:1257995997,Vignerons,318,Raymond Queneau (Pantin),27880,100100318:318
StopPoint:Node:4000635735,Vincennes RER,318,Raymond Queneau (Pantin),421216,100100318:318
StopPoint:Node:5034010506,Fraternité,318,Raymond Queneau (Pantin),24825,100100318:318
StopPoint:Node:5034010505,Les Laitières,318,Raymond Queneau (Pantin),8175,100100318:318
StopPoint:Node:5034010504,Cuvier,318,Raymond Queneau (Pantin),24734,100100318:318
StopPoint:Node:4330713500,Raspail - République,318,Raymond Queneau (Pantin),24939,100100318:318
StopPoint:Node:4210286641,Robespierre Metro,318,Raymond Queneau (Pantin),22671,100100318:318
StopPoint:Node:4210286642,Victor Hugo,318,Raymond Queneau (Pantin),24935,100100318:318
StopPoint:Node:1402799846,République - Robespierre,318,Raymond Queneau (Pantin),26372,100100318:318
StopPoint:Node:2416347199,Général de Gaulle,318,Raymond Queneau (Pantin),26331,100100318:318
StopPoint:Node:2414716193,Bagnolet – Gallieni,318,Raymond Queneau (Pantin),421222,100100318:318
StopPoint:Node:2841627118,Centre de Santé,318,Raymond Queneau (Pantin),26330,100100318:318
StopPoint:Node:2841627123,La Poste,318,Raymond Queneau (Pantin),37553,100100318:318
StopPoint:Node:5034010503,Mairie de Bagnolet,318,Raymond Queneau (Pantin),18726,100100318:318
StopPoint:Node:5034010502,Marie-Anne Colombier,318,Raymond Queneau (Pantin),36951,100100318:318
StopPoint:Node:5034010501,Gambetta – René Alazard,318,Raymond Queneau (Pantin),39712,100100318:318
StopPoint:Node:5034010500,René Alazard – Sadi Carnot,318,Raymond Queneau (Pantin),39713,100100318:318
StopPoint:Node:5034010499,Girardot,318,Raymond Queneau (Pantin),26408,100100318:318
StopPoint:Node:3912829329,Floréal,318,Raymond Queneau (Pantin),421219,100100318:318
StopPoint:Node:3912829344,Jeanne Hornet,318,Raymond Queneau (Pantin),25213,100100318:318
StopPoint:Node:3912829342,Les Noyers,318,Raymond Queneau (Pantin),25214,100100318:318
StopPoint:Node:3912829332,Gabriel Husson,318,Raymond Queneau (Pantin),25215,100100318:318
StopPoint:Node:2878817119,Carnot,318,Raymond Queneau (Pantin),21189,100100318:318
StopPoint:Node:621352749,Mairie de Romainville,318,Raymond Queneau (Pantin),26438,100100318:318
StopPoint:Node:1849926697,Vassou – Lénine,318,Raymond Queneau (Pantin),39576,100100318:318
StopPoint:Node:3912625990,Maneyrol,318,Raymond Queneau (Pantin),26519,100100318:318
StopPoint:Node:3912774159,Bretagnes,318,Raymond Queneau (Pantin),26520,100100318:318
StopPoint:Node:3912773975,Centre d'Activités,318,Raymond Queneau (Pantin),26516,100100318:318
StopPoint:Node:3912780096,Chantaloups,318,Raymond Queneau (Pantin),18730,100100318:318
StopPoint:Node:3895507403,Louise Dory,318,Raymond Queneau (Pantin),7942,100100318:318
StopPoint:Node:3895507364,Raymond Queneau – Route de Noisy,318,Raymond Queneau (Pantin),25960,100100318:318
StopPoint:Node:519909311,Stade Mimoun,9,Centre Commercial - Pont de Vitry,40423,002002009:9
StopPoint:Node:3655202725,Le Kremlin-Bicêtre - Métro,185,Porte d'Italie,36701,100100185:185
StopPoint:Node:3655197626,Convention - Fontainebleau,185,Porte d'Italie,29847,100100185:185
StopPoint:Node:2084076552,Roger Salengro - Fontainebleau,185,Porte d'Italie,24342,100100185:185
StopPoint:Node:3890050126,Camille Risch,185,Porte d'Italie,25204,100100185:185
StopPoint:Node:2388300577,Choisy-le-Roi RER,185,Porte d'Italie,22921,100100185:185
StopPoint:Node:3110695911,Guynemer–Maxime Gorki,185,Porte d'Italie,37178,100100185:185
StopPoint:Node:979833133,Porte d'Italie–Hélène Boucher,185,Porte d'Italie,22861,100100185:185
StopPoint:Node:1679943171,Paul Armangot,185,Porte d'Italie,7850,100100185:185
StopPoint:Node:1822954620,Guynemer–Place des Fusillés,185,Porte d'Italie,37180,100100185:185
StopPoint:Node:3567243701,Bourg-la-Reine RER,172,Créteil L'Échat-Parking,40167,100100172:172
StopPoint:Node:1606140489,Condorcet - Mairie,172,Créteil L'Échat-Parking,40166,100100172:172
StopPoint:Node:1938019400,Charles Heller,172,Créteil L'Échat-Parking,37278,100100172:172
StopPoint:Node:1454369467,Liberté,180,Villejuif - Louis Aragon,415866,100100180:180
StopPoint:Node:1345764367,Pont Nelson Mandela - Rive Droite,180,Villejuif - Louis Aragon,414767,100100180:180
StopPoint:Node:3522621287,Pont Nelson Mandela - Rives de Bercy,180,Villejuif - Louis Aragon,27589,100100180:180
StopPoint:Node:1504208290,Vaillant-Couturier - Lénine,180,Villejuif - Louis Aragon,420280,100100180:180
StopPoint:Node:3647120642,Villejuif–Louis Aragon,180,Villejuif - Louis Aragon,29955,100100180:180
StopPoint:Node:4801376167,Jules Guesde,122,Val de Fontenay RER,36985,100100122:122
StopPoint:Node:924117533,Denfert Rochereau,216,Marché International de Rungis,23567,100100216:216
StopPoint:Node:4332378087,Dareau - Saint-Jacques,216,Marché International de Rungis,26840,100100216:216
StopPoint:Node:1319910485,Glacière - Tolbiac,216,Marché International de Rungis,24146,100100216:216
StopPoint:Node:1179843924,Parc Montsouris,216,Marché International de Rungis,25722,100100216:216
StopPoint:Node:4539063161,Cité Universitaire,216,Marché International de Rungis,29857,100100216:216
StopPoint:Node:1395190626,Stade Charléty - Porte de Gentilly,216,Marché International de Rungis,37833,100100216:216
StopPoint:Node:3655202725,Le Kremlin-Bicêtre - Métro,131,Porte d'Italie,36701,100100131:131
StopPoint:Node:3655197626,Convention - Fontainebleau,131,Porte d'Italie,29847,100100131:131
StopPoint:Node:2084076552,Roger Salengro - Fontainebleau,131,Porte d'Italie,24342,100100131:131
StopPoint:Node:3790118950,Jean Charcot - Anatole France,617,Gare de Villepinte,19261,293193617:617
StopPoint:Node:3790118951,L'Herminier,617,Gare de Villepinte,19250,293193617:617
StopPoint:Node:3790118952,Legendre,617,Gare de Villepinte,18955,293193617:617
StopPoint:Node:2648545238,Bretagne,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3548,055055008:DM08
StopPoint:Node:651525651,Les Jonquilles,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3275,055055008:DM08
StopPoint:Node:694307790,Calypso,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3586,055055008:DM08
StopPoint:Node:661048884,Le Billoir,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3571,055055008:DM08
StopPoint:Node:651525589,Les Fouilles,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3273,055055008:DM08
StopPoint:Node:4253076949,Petit Montmartre,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3588,055055008:DM08
StopPoint:Node:497040886,Lt Col. Bizeul,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3554,055055008:DM08
StopPoint:Node:661045295,Voie de Compiègne,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3560,055055008:DM08
StopPoint:Node:651525638,Les Pervenches,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3277,055055008:DM08
StopPoint:Node:661048896,Café des Sports,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3550,055055008:DM08
StopPoint:Node:497028946,Molière,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3582,055055008:DM08
StopPoint:Node:661048897,Docteur Roux,DM8,Porte de L'Essonne - Paray-Vieille-Poste,3556,055055008:DM08
StopPoint:Node:4861762230,Val d'Albian Villeras,J,Jouy-en-Josas - Saclay,20336,056356116:J
StopPoint:Node:1216262771,Bois le Prêtre,173,La Courneuve–8 mai 1945,412999,100100173:173
StopPoint:Node:1206262788,Victor Hugo-Morel,173,La Courneuve–8 mai 1945,36335,100100173:173
StopPoint:Node:1227177082,Parc du Tremblay,317,Hôtel de Ville de Créteil,41423,100100317:317
StopPoint:Node:1227177082,Parc du Tremblay,317,Hôtel de Ville de Créteil,41423,100100317:317
StopPoint:Node:749579728,Libération-Condé,317,Hôtel de Ville de Créteil,28828,100100317:317
StopPoint:Node:749579728,Libération-Condé,317,Hôtel de Ville de Créteil,28828,100100317:317
StopPoint:Node:749579632,Libération - Rabelais,317,Hôtel de Ville de Créteil,42018,100100317:317
StopPoint:Node:749579632,Libération - Rabelais,317,Hôtel de Ville de Créteil,42018,100100317:317
StopPoint:Node:749579530,Le Parc de Saint-Maur RER,317,Hôtel de Ville de Créteil,28729,100100317:317
StopPoint:Node:749579530,Le Parc de Saint-Maur RER,317,Hôtel de Ville de Créteil,28729,100100317:317
StopPoint:Node:1224811465,Théâtre de Saint-Maur,317,Hôtel de Ville de Créteil,28831,100100317:317
StopPoint:Node:1224811465,Théâtre de Saint-Maur,317,Hôtel de Ville de Créteil,28831,100100317:317
StopPoint:Node:749579482,Beaujeu,317,Hôtel de Ville de Créteil,7794,100100317:317
StopPoint:Node:749579482,Beaujeu,317,Hôtel de Ville de Créteil,7794,100100317:317
StopPoint:Node:749579498,Docteur Tourasse,317,Hôtel de Ville de Créteil,28832,100100317:317
StopPoint:Node:749579498,Docteur Tourasse,317,Hôtel de Ville de Créteil,28832,100100317:317
StopPoint:Node:1552445511,Cimetière Rabelais,317,Hôtel de Ville de Créteil,22478,100100317:317
StopPoint:Node:1552445511,Cimetière Rabelais,317,Hôtel de Ville de Créteil,22478,100100317:317
StopPoint:Node:1552445531,Cimetière Rabelais,317,Hôtel de Ville de Créteil,28730,100100317:317
StopPoint:Node:1552445531,Cimetière Rabelais,317,Hôtel de Ville de Créteil,28730,100100317:317
StopPoint:Node:5296341991,Gilbert Bonnemaison,237,Mairie de Saint-Ouen,2356,100100237:237
StopPoint:Node:1226726047,La Varenne - Chennevières RER,112,Château de Vincennes,39550,100100112:112
StopPoint:Node:1226928446,Avenue de Bonneuil,112,Château de Vincennes,28066,100100112:112
StopPoint:Node:1226917572,Place Jean Moulin,112,Château de Vincennes,28070,100100112:112
StopPoint:Node:1226917617,Edgar Quinet,112,Château de Vincennes,28075,100100112:112
StopPoint:Node:1226928460,Avenue Victoria,112,Château de Vincennes,39549,100100112:112
StopPoint:Node:1226917585,Place Rimini,112,Château de Vincennes,28067,100100112:112
StopPoint:Node:1226917486,Docteur Roux,112,Château de Vincennes,28069,100100112:112
StopPoint:Node:1226917498,Adamville,112,Château de Vincennes,28068,100100112:112
StopPoint:Node:1226917534,Garibaldi,112,Château de Vincennes,28726,100100112:112
StopPoint:Node:749579482,Beaujeu,112,Château de Vincennes,7794,100100112:112
StopPoint:Node:1234552478,Croix-Souris,112,Château de Vincennes,7789,100100112:112
StopPoint:Node:1244371717,Maurice Berteaux,112,Château de Vincennes,28071,100100112:112
StopPoint:Node:5296341991,Gilbert Bonnemaison,361,Pierrefitte–Stains RER,2356,100100361:361
StopPoint:Node:4821404640,Université - Tramway,361,Pierrefitte–Stains RER,413300,100100361:361
StopPoint:Node:5296341991,Gilbert Bonnemaison,238,Pont de Levallois,2356,100100238:238
StopPoint:Node:766299125,Bassin n°5,238,Pont de Levallois,12421,100100238:238
StopPoint:Node:4347002248,Comète,238,Pont de Levallois,28485,100100238:238
StopPoint:Node:1557210445,Picasso,238,Pont de Levallois,20419,100100238:238
StopPoint:Node:5283741780,Gallieni,238,Pont de Levallois,28486,100100238:238
StopPoint:Node:884493127,Cail - Demarquay,302,La Courneuve–Six Routes,34811,100100302:302
StopPoint:Node:1003155580,Pont de Saint-Cloud - Albert Kahn,467,Rueil-Malmaison RER,22462,100100467:467
StopPoint:Node:2625917214,Baudin,467,Rueil-Malmaison RER,7928,100100467:467
StopPoint:Node:813027552,Mairie du 10e,N13,Mairie d’Issy,22975,100987784:N13
StopPoint:Node:813027519,Porte Saint-Martin,N13,Mairie d’Issy,37122,100987784:N13
StopPoint:Node:813027531,Réaumur − Arts et Métiers,N13,Mairie d’Issy,24791,100987784:N13
StopPoint:Node:706128129,Grenier Saint-Lazare - Quartier de l'Horloge,N13,Mairie d’Issy,28262,100987784:N13
StopPoint:Node:1014690200,Centre Georges Pompidou,N13,Mairie d’Issy,28259,100987784:N13
StopPoint:Node:1999469416,Saint-Michel,N13,Mairie d’Issy,36483,100987784:N13
StopPoint:Node:2043615213,Pont Neuf - Quai des Grands Augustins,N13,Mairie d’Issy,29791,100987784:N13
StopPoint:Node:2043615219,Pont des Arts - Quai de Conti,N13,Mairie d’Issy,22720,100987784:N13
StopPoint:Node:973577560,Rennes - Saint-Placide,N13,Mairie d’Issy,37140,100987784:N13
StopPoint:Node:260017423,Rennes - Littré,N13,Mairie d’Issy,22640,100987784:N13
StopPoint:Node:2876905478,Place du 18 Juin 1940 - Rue de l'Arrivée,N13,Mairie d’Issy,22645,100987784:N13
StopPoint:Node:968070128,Armorique–Musée Postal,N13,Mairie d’Issy,39458,100987784:N13
StopPoint:Node:260016832,Pasteur - Lycée Buffon,N13,Mairie d’Issy,23448,100987784:N13
StopPoint:Node:259856729,Sèvres - Lecourbe,N13,Mairie d’Issy,37357,100987784:N13
StopPoint:Node:259856696,Volontaires - Lecourbe,N13,Mairie d’Issy,23315,100987784:N13
StopPoint:Node:259442664,Cambronne - Lecourbe,N13,Mairie d’Issy,28675,100987784:N13
StopPoint:Node:259442692,Mairie du 15e,N13,Mairie d’Issy,39323,100987784:N13
StopPoint:Node:985449355,Abbé Groult,N13,Mairie d’Issy,8446,100987784:N13
StopPoint:Node:985449411,Convention - Lecourbe,N13,Mairie d’Issy,27047,100987784:N13
StopPoint:Node:985449368,Duranton,N13,Mairie d’Issy,25717,100987784:N13
StopPoint:Node:2631273827,Lycée Louis Amand,N13,Mairie d’Issy,25718,100987784:N13
StopPoint:Node:985449305,Balard - Lecourbe,N13,Mairie d’Issy,25747,100987784:N13
StopPoint:Node:450721743,Balard,N13,Mairie d’Issy,25452;41285,100987784:N13
StopPoint:Node:259288775,Frères Voisin,N13,Mairie d’Issy,22988,100987784:N13
StopPoint:Node:827320004,Cité - Palais de Justice,N13,Mairie d’Issy,36492;22644,100987784:N13
StopPoint:Node:974091499,Porte de Montmartre - Boulevard Ney,N14,Bourg-la-Reine RER,22753,100987783:N14
StopPoint:Node:1657998340,Marcadet - Poissonniers,N14,Bourg-la-Reine RER,36543,100987783:N14
StopPoint:Node:2889523045,Château Rouge,N14,Bourg-la-Reine RER,22809,100987783:N14
StopPoint:Node:2042462337,Barbès - Rochechouart,N14,Bourg-la-Reine RER,23002,100987783:N14
StopPoint:Node:2889523056,Magenta - Maubeuge - Gare du Nord,N14,Bourg-la-Reine RER,28247,100987783:N14
StopPoint:Node:2889523054,La Fayette - Magenta - Gare du Nord,N14,Bourg-la-Reine RER,28252,100987783:N14
StopPoint:Node:813027526,Magenta - Saint-Martin,N14,Bourg-la-Reine RER,22745,100987783:N14
StopPoint:Node:813027552,Mairie du 10e,N14,Bourg-la-Reine RER,22975,100987783:N14
StopPoint:Node:813027519,Porte Saint-Martin,N14,Bourg-la-Reine RER,37122,100987783:N14
StopPoint:Node:813027531,Réaumur − Arts et Métiers,N14,Bourg-la-Reine RER,24791,100987783:N14
StopPoint:Node:706128129,Grenier Saint-Lazare - Quartier de l'Horloge,N14,Bourg-la-Reine RER,28262,100987783:N14
StopPoint:Node:1014690200,Centre Georges Pompidou,N14,Bourg-la-Reine RER,28259,100987783:N14
StopPoint:Node:827319995,Châtelet,N14,Bourg-la-Reine RER,39779,100987783:N14
StopPoint:Node:827320004,Cité - Palais de Justice,N14,Bourg-la-Reine RER,36492;22644,100987783:N14
StopPoint:Node:676888667,Saint-Michel - Saint-Germain,N14,Bourg-la-Reine RER,26619,100987783:N14
StopPoint:Node:638572250,Les Écoles,N14,Bourg-la-Reine RER,8432,100987783:N14
StopPoint:Node:827320011,Luxembourg,N14,Bourg-la-Reine RER,36548,100987783:N14
StopPoint:Node:788194355,Auguste Comte,N14,Bourg-la-Reine RER,22983,100987783:N14
StopPoint:Node:827320007,Val de Grâce,N14,Bourg-la-Reine RER,22977,100987783:N14
StopPoint:Node:827320006,Observatoire - Port Royal,N14,Bourg-la-Reine RER,39759,100987783:N14
StopPoint:Node:967125187,Campagne Première,N14,Bourg-la-Reine RER,26755,100987783:N14
StopPoint:Node:790499337,Vavin,N14,Bourg-la-Reine RER,22989,100987783:N14
StopPoint:Node:2042462008,Raspail-Edgar Quinet,N14,Bourg-la-Reine RER,26752,100987783:N14
StopPoint:Node:983637942,Victor Considerant,N14,Bourg-la-Reine RER,26753,100987783:N14
StopPoint:Node:983637944,Denfert Rochereau,N14,Bourg-la-Reine RER,26701,100987783:N14
StopPoint:Node:813457965,Mouton - Duvernet,N14,Bourg-la-Reine RER,39752,100987783:N14
StopPoint:Node:813457962,Alésia - Maine,N14,Bourg-la-Reine RER,39751,100987783:N14
StopPoint:Node:813457936,Alésia–Général Leclerc,N14,Bourg-la-Reine RER,22967,100987783:N14
StopPoint:Node:2571936230,Porte d'Orléans,N14,Bourg-la-Reine RER,40257,100987783:N14
StopPoint:Node:813461610,Porte d'Orléans - Métro,N14,Bourg-la-Reine RER,23026,100987783:N14
StopPoint:Node:554936397,Gabriel Péri,N14,Bourg-la-Reine RER,36328,100987783:N14
StopPoint:Node:979068085,Léon Gambetta,N14,Bourg-la-Reine RER,26867,100987783:N14
StopPoint:Node:979068206,Vache Noire,N14,Bourg-la-Reine RER,26977,100987783:N14
StopPoint:Node:979068043,Croix d'Arcueil,N14,Bourg-la-Reine RER,26975,100987783:N14
StopPoint:Node:979068042,Grange Ory,N14,Bourg-la-Reine RER,28525,100987783:N14
StopPoint:Node:2889080192,Carnot – Aristide Briand,N14,Bourg-la-Reine RER,28524,100987783:N14
StopPoint:Node:1975742196,Marcel Bonnet,N14,Bourg-la-Reine RER,22895,100987783:N14
StopPoint:Node:1975742199,Pont Royal - RER,N14,Bourg-la-Reine RER,22896,100987783:N14
StopPoint:Node:3585584293,Cité Jardins,N14,Bourg-la-Reine RER,28526,100987783:N14
StopPoint:Node:2889084803,Place de la Résistance - Charles De Gaulle,N14,Bourg-la-Reine RER,22897,100987783:N14
StopPoint:Node:1639350770,Rue du 8 Mai 1945,N14,Bourg-la-Reine RER,12319,100987783:N14
StopPoint:Node:1060104562,Porte de Saint-Cloud – Murat,N12,Romainville–Carnot,37112,100987785:N12
StopPoint:Node:1025488892,Versailles – Chardon Lagache,N12,Romainville–Carnot,23520,100987785:N12
StopPoint:Node:2043512985,Versailles – Exelmans,N12,Romainville–Carnot,29783,100987785:N12
StopPoint:Node:2042462021,Victorien Sardou,N12,Romainville–Carnot,8437,100987785:N12
StopPoint:Node:2043512999,Wilhem,N12,Romainville–Carnot,8436,100987785:N12
StopPoint:Node:1827357920,Pont Mirabeau,N12,Romainville–Carnot,8443,100987785:N12
StopPoint:Node:29414560,Degas,N12,Romainville–Carnot,8438,100987785:N12
StopPoint:Node:1804882119,Radio France – Pont de Grenelle,N12,Romainville–Carnot,25504,100987785:N12
StopPoint:Node:976872869,Pont de Grenelle – Maurice Bourdet,N12,Romainville–Carnot,35805,100987785:N12
StopPoint:Node:989024767,Pont de Grenelle – Place Fernand Forest,N12,Romainville–Carnot,37368,100987785:N12
StopPoint:Node:3531825587,Charles Michels,N12,Romainville–Carnot,26605,100987785:N12
StopPoint:Node:966236473,Armorique–Musée Postal,N12,Romainville–Carnot,28238,100987785:N12
StopPoint:Node:968151943,Gare Montparnasse,N12,Romainville–Carnot,37390,100987785:N12
StopPoint:Node:2574759536,Rennes - Littré,N12,Romainville–Carnot,22639,100987785:N12
StopPoint:Node:973577567,Rennes - Saint-Placide,N12,Romainville–Carnot,37140,100987785:N12
