service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2679,0,0,0,0,0,1,1,20180127,20180218
2677,1,1,1,1,1,0,0,20180124,20180216
2683,1,1,1,1,1,1,1,20180124,20180218
2680,0,0,0,0,0,1,1,20180127,20180218
2684,1,1,1,1,1,1,1,20180124,20180218
2678,0,0,0,0,0,1,1,20180127,20180218
2681,1,1,1,1,1,1,1,20180124,20180218
2682,1,1,1,1,1,1,1,20180124,20180218
3,1,1,1,1,1,0,0,20180124,20180216
1,0,0,0,0,0,1,0,20180127,20180217
5,1,1,1,1,1,1,0,20180124,20180217
4,1,1,1,1,1,0,1,20180124,20180218
0,0,0,0,0,0,0,1,20180128,20180218
2,0,0,0,0,0,1,1,20180127,20180218
6,1,1,1,1,1,1,1,20180124,20180218
89,0,0,0,0,0,1,0,20180127,20180217
91,1,1,1,1,1,0,0,20180124,20180216
87,0,0,0,0,0,0,1,20180128,20180218
92,0,0,0,0,0,0,1,20180128,20180218
90,1,1,1,1,1,0,0,20180124,20180216
88,0,0,0,0,0,1,0,20180127,20180217
4401,0,0,0,0,0,0,1,20180128,20180218
4410,1,1,1,1,1,1,0,20180124,20180217
4409,1,1,1,1,1,0,1,20180124,20180218
4402,0,0,0,0,0,1,0,20180127,20180217
4411,1,1,1,1,1,1,1,20180124,20180218
4408,1,1,1,1,1,0,0,20180124,20180216
4403,0,0,0,0,0,1,1,20180127,20180218
4407,0,1,1,1,1,0,0,20180124,20180216
4400,1,0,0,0,0,0,0,20180129,20180212
4406,1,1,1,1,0,0,1,20180124,20180218
4405,0,0,0,0,1,1,0,20180126,20180217
4404,0,0,0,0,1,0,0,20180126,20180216
4272,1,1,1,1,1,0,0,20180124,20180216
4271,1,1,0,1,1,0,0,20180125,20180216
4268,0,0,0,0,0,1,0,20180127,20180210
4269,0,0,1,0,0,0,0,20180124,20180214
4273,1,1,1,1,1,1,0,20180124,20180216
4270,0,0,1,0,0,1,0,20180124,20180214
73,1,1,1,1,1,0,0,20180124,20180216
71,0,0,1,0,0,0,0,20180124,20180214
69,1,1,0,1,1,0,0,20180125,20180216
68,0,0,0,0,0,1,0,20180127,20180217
86,1,1,1,1,1,1,0,20180124,20180217
81,0,0,0,0,0,0,1,20180128,20180218
79,1,0,0,0,0,0,0,20180129,20180212
83,0,1,1,1,1,1,0,20180124,20180217
84,1,1,1,1,1,0,1,20180124,20180218
85,0,1,1,1,1,1,1,20180124,20180218
82,0,0,1,0,0,1,0,20180124,20180217
21,1,1,1,1,1,0,0,20180124,20180216
15,0,0,0,0,0,1,0,20180127,20180217
22,1,1,1,1,1,1,0,20180124,20180217
19,1,1,0,1,1,0,0,20180125,20180216
16,0,0,1,0,0,0,0,20180124,20180214
20,1,1,0,1,1,1,0,20180125,20180217
17,0,0,1,0,0,1,0,20180124,20180217
18,1,0,0,1,0,0,0,20180125,20180215
14,0,0,0,0,0,0,1,20180128,20180218
7795,1,1,1,1,1,0,0,20180124,20180216
7792,0,0,0,0,0,1,0,20180127,20180217
7793,1,1,1,1,1,0,0,20180124,20180216
7794,1,1,1,1,1,0,0,20180124,20180202
27,1,1,1,1,1,1,1,20180124,20180218
2606,1,1,1,1,1,0,0,20180124,20180216
2609,1,1,1,1,1,1,0,20180124,20180217
2597,0,0,1,0,0,1,0,20180124,20180217
2592,0,0,0,0,0,1,0,20180127,20180217
2600,1,1,1,1,1,0,0,20180124,20180216
2591,0,0,0,0,0,1,0,20180127,20180217
2599,1,1,0,1,1,0,0,20180125,20180216
2594,0,0,1,0,0,0,0,20180124,20180214
2601,1,1,1,1,1,1,0,20180124,20180217
2595,0,0,1,0,0,0,0,20180124,20180214
2598,0,0,1,0,0,1,0,20180124,20180217
2605,1,1,1,1,0,0,0,20180124,20180215
2608,1,1,1,1,1,0,0,20180124,20180216
2593,0,0,0,0,1,0,0,20180126,20180216
2596,0,0,1,0,0,0,0,20180124,20180214
2604,1,1,0,1,1,0,0,20180125,20180216
2607,1,1,1,1,1,0,0,20180124,20180216
184,0,0,0,0,0,1,0,20180127,20180217
170,1,1,1,1,1,0,0,20180124,20180216
178,1,1,1,1,1,1,0,20180124,20180217
180,0,0,0,0,0,0,1,20180128,20180211
179,0,0,1,0,0,0,0,20180124,20180214
181,1,1,0,1,1,0,0,20180125,20180216
182,1,0,0,0,0,0,0,20180129,20180212
183,0,1,1,1,1,1,0,20180124,20180217
175,0,0,0,0,0,1,1,20180127,20180217
2090,1,1,1,1,1,1,0,20180124,20180217
2080,0,0,0,0,0,0,1,20180128,20180218
2086,1,1,0,1,1,0,0,20180125,20180216
2083,0,0,1,0,0,0,0,20180124,20180214
2088,1,1,1,1,1,0,0,20180124,20180216
2081,0,0,0,0,0,1,0,20180127,20180217
2084,0,0,1,0,0,1,0,20180124,20180217
2082,0,0,0,0,0,1,0,20180127,20180217
2089,1,1,1,1,1,0,0,20180124,20180216
2085,0,0,1,0,0,1,0,20180124,20180217
2087,1,1,0,1,1,0,0,20180125,20180216
4274,1,1,1,1,1,1,1,20180124,20180218
4474,0,0,0,0,0,1,1,20180203,20180204
4468,0,0,0,0,0,1,1,20180205,20180218
4472,1,0,0,0,0,0,1,20180128,20180218
4465,0,0,0,0,0,0,1,20180204,20180211
4464,1,0,0,0,0,0,0,20180205,20180212
4475,0,0,0,0,0,1,0,20180203,20180210
4469,0,0,0,0,0,1,0,20180203,20180217
4470,1,0,0,0,0,0,0,20180205,20180212
4467,0,0,0,0,0,0,1,20180204,20180218
5822,0,0,0,0,0,0,1,20180128,20180218
5842,1,1,1,1,1,0,0,20180124,20180216
5838,0,0,0,0,0,1,0,20180127,20180217
5826,0,1,1,1,1,1,0,20180124,20180217
5830,0,0,0,0,0,0,1,20180128,20180218
5833,1,0,0,0,0,0,0,20180129,20180212
5843,0,0,1,0,0,0,0,20180124,20180214
5839,1,1,0,1,1,0,0,20180125,20180216
5840,0,0,0,1,0,0,0,20180125,20180215
5832,1,1,1,0,0,0,0,20180124,20180214
5834,0,0,0,0,1,0,0,20180126,20180216
5823,0,0,0,1,1,0,0,20180125,20180216
5829,1,1,1,1,0,0,0,20180124,20180215
5825,1,1,1,0,1,0,0,20180124,20180216
65,1,1,1,1,1,0,0,20180124,20180216
57,0,0,0,0,1,0,0,20180126,20180216
61,1,1,1,1,0,0,0,20180124,20180215
59,1,1,0,1,1,0,0,20180125,20180216
58,0,0,1,0,0,0,0,20180124,20180214
67,1,1,1,1,1,0,0,20180124,20180216
62,1,1,1,1,1,0,0,20180124,20180216
60,1,1,1,1,1,0,0,20180124,20180216
66,1,1,1,1,1,0,0,20180124,20180216
63,1,1,1,1,1,0,0,20180124,20180216
56,0,0,0,0,1,0,0,20180126,20180216
64,1,1,1,1,1,0,0,20180124,20180216
212,1,1,1,1,1,0,0,20180124,20180216
214,1,1,1,1,1,1,0,20180124,20180217
213,1,1,1,1,1,0,0,20180124,20180216
211,1,1,0,1,1,0,0,20180125,20180216
210,0,1,0,0,0,0,0,20180130,20180213
208,0,0,0,0,1,0,0,20180126,20180216
209,0,0,1,0,0,0,0,20180124,20180214
37,1,1,1,1,1,0,0,20180124,20180216
29,0,0,0,0,0,1,0,20180127,20180217
34,1,1,1,1,1,0,0,20180124,20180216
33,1,1,0,1,1,0,0,20180125,20180216
30,0,0,1,0,0,0,0,20180124,20180214
35,1,1,1,1,1,1,0,20180124,20180217
31,0,0,1,0,0,1,0,20180124,20180217
32,1,1,0,1,0,0,0,20180125,20180215
732,0,0,1,0,0,0,0,20180124,20180214
735,1,1,0,1,1,0,0,20180125,20180216
738,0,0,0,0,0,1,0,20180127,20180217
734,1,1,1,1,1,0,0,20180124,20180216
736,0,0,0,0,0,0,1,20180128,20180218
4298,1,1,1,1,1,0,0,20180124,20180216
4295,1,1,1,1,1,0,0,20180124,20180216
4292,0,0,0,0,0,1,0,20180127,20180217
4299,1,1,1,1,1,1,0,20180124,20180217
4293,0,0,1,0,0,0,0,20180124,20180214
4300,0,0,0,0,0,1,1,20180127,20180218
4297,1,1,1,1,1,0,0,20180124,20180216
4294,1,1,0,1,1,0,0,20180125,20180216
4459,1,1,0,1,1,0,0,20180125,20180216
4460,0,0,1,0,0,0,0,20180124,20180214
4462,1,1,1,1,1,0,0,20180124,20180216
4461,0,0,0,0,0,1,0,20180127,20180217
48,1,1,1,1,1,0,0,20180124,20180216
52,1,1,1,1,1,0,0,20180124,20180216
46,1,1,0,1,1,0,0,20180125,20180216
43,0,0,1,0,0,0,0,20180124,20180214
53,1,1,1,1,1,1,0,20180124,20180217
45,0,0,1,0,0,1,0,20180124,20180217
40,0,0,0,0,0,1,0,20180127,20180217
47,1,1,0,1,1,1,0,20180125,20180217
38,1,0,0,0,0,0,0,20180129,20180212
49,1,1,1,1,1,1,0,20180124,20180217
44,0,0,1,0,0,0,0,20180124,20180214
41,0,0,0,0,0,1,0,20180127,20180217
55,0,0,0,0,0,1,1,20180127,20180218
42,0,0,0,0,0,1,1,20180127,20180218
54,0,0,0,0,0,0,1,20180128,20180218
39,0,0,0,0,0,0,1,20180128,20180218
1578,1,1,1,1,1,0,0,20180124,20180216
1576,0,0,0,0,0,1,0,20180127,20180217
1573,0,0,0,0,0,1,1,20180127,20180218
1574,0,0,0,0,0,0,1,20180128,20180218
1579,0,0,0,0,1,1,0,20180126,20180217
836,1,1,1,1,1,0,0,20180124,20180216
835,1,1,1,1,1,0,0,20180124,20180216
833,0,0,0,0,0,0,1,20180128,20180218
834,1,0,0,0,0,0,0,20180129,20180212
220,1,1,1,1,1,0,0,20180124,20180216
250,0,0,0,0,0,1,0,20180127,20180217
221,0,0,0,0,0,0,1,20180128,20180218
840,0,0,0,0,0,1,0,20180127,20180217
839,0,0,0,0,0,1,0,20180127,20180217
843,1,1,1,1,1,0,0,20180124,20180216
841,0,0,0,0,0,0,1,20180128,20180218
837,0,1,1,1,1,1,0,20180124,20180217
846,1,1,1,1,1,0,0,20180124,20180216
847,1,1,1,1,1,0,0,20180124,20180216
849,0,0,0,0,0,1,0,20180127,20180217
854,0,0,0,0,0,1,0,20180127,20180217
852,1,1,1,1,1,0,0,20180124,20180216
853,0,1,1,1,1,1,0,20180124,20180217
850,0,0,0,0,0,1,0,20180127,20180217
855,0,0,0,0,0,0,1,20180128,20180218
844,0,0,0,0,0,0,1,20180128,20180218
783,0,0,0,0,0,0,1,20180128,20180218
845,1,0,0,0,0,0,0,20180129,20180212
315,1,1,1,1,1,0,0,20180124,20180216
317,0,1,1,1,1,1,0,20180124,20180217
316,1,1,1,1,1,1,0,20180124,20180217
318,1,1,1,1,0,0,0,20180124,20180215
313,0,0,0,0,0,0,1,20180128,20180218
314,1,0,0,0,0,0,0,20180129,20180212
327,1,1,1,1,1,0,0,20180124,20180216
324,0,0,0,0,1,0,0,20180126,20180216
321,0,0,0,0,0,1,0,20180127,20180217
326,1,1,1,1,1,0,0,20180124,20180216
322,0,0,0,0,0,0,1,20180128,20180218
323,0,0,0,0,0,1,1,20180127,20180218
219,0,0,0,0,0,1,0,20180127,20180217
259,1,1,1,1,0,0,0,20180124,20180215
252,0,0,0,0,1,0,0,20180126,20180216
330,1,1,1,1,1,0,0,20180124,20180216
329,1,1,1,1,1,0,0,20180124,20180216
257,1,0,0,0,0,0,0,20180129,20180212
258,0,0,0,0,0,0,1,20180128,20180218
260,0,1,1,1,1,0,0,20180124,20180216
344,1,1,1,1,1,0,0,20180124,20180216
345,1,1,1,1,1,0,0,20180124,20180216
265,0,0,0,0,1,0,0,20180126,20180216
356,0,0,0,0,0,1,0,20180127,20180217
350,1,1,1,1,1,0,0,20180124,20180216
349,1,1,1,1,1,0,0,20180124,20180216
353,0,1,1,1,1,0,0,20180124,20180216
352,1,1,1,1,0,0,0,20180124,20180215
351,1,1,1,1,0,0,0,20180124,20180215
264,0,0,0,0,0,1,0,20180127,20180217
357,0,0,0,0,0,0,1,20180128,20180218
360,0,0,0,0,0,1,0,20180127,20180217
347,0,0,0,0,0,0,1,20180128,20180218
348,1,0,0,0,0,0,0,20180129,20180212
337,0,0,0,0,0,1,0,20180127,20180217
335,1,1,1,1,1,0,0,20180124,20180216
334,1,1,1,1,0,0,0,20180124,20180215
332,0,0,0,0,0,0,1,20180128,20180218
333,1,1,1,1,1,0,0,20180124,20180216
338,0,0,0,0,1,0,0,20180126,20180216
339,0,0,0,0,0,0,1,20180128,20180218
343,0,0,0,0,0,1,0,20180127,20180217
340,1,1,1,1,1,0,0,20180124,20180216
341,1,1,1,1,1,0,0,20180124,20180216
4939,1,1,1,1,1,0,0,20180124,20180216
4477,0,0,0,0,0,1,0,20180127,20180217
4940,1,1,1,1,1,0,0,20180124,20180216
4941,1,1,1,1,1,1,0,20180124,20180217
4492,0,0,0,0,0,0,1,20180128,20180218
4942,0,1,1,1,1,1,0,20180124,20180217
2687,0,0,0,0,0,0,1,20180128,20180218
949,0,0,0,0,0,1,0,20180127,20180217
2688,1,0,0,0,0,0,0,20180129,20180212
958,0,0,0,0,1,0,0,20180126,20180216
4945,1,1,1,1,1,0,0,20180124,20180216
4803,1,1,1,1,0,0,0,20180124,20180215
4947,1,1,1,1,1,0,0,20180124,20180216
4946,1,1,1,1,1,1,0,20180124,20180217
4949,0,1,1,1,1,1,0,20180124,20180217
4950,1,0,0,0,0,0,1,20180128,20180218
4948,1,1,1,1,1,1,0,20180124,20180217
362,1,1,1,1,1,0,0,20180124,20180216
361,1,1,1,1,1,0,0,20180124,20180216
363,1,1,1,1,1,0,0,20180124,20180216
367,0,1,1,1,1,1,0,20180124,20180217
366,0,1,1,1,1,0,0,20180124,20180216
369,0,0,0,0,0,1,0,20180127,20180217
365,1,1,1,1,0,0,0,20180124,20180215
364,1,1,1,1,1,0,0,20180124,20180216
380,0,0,0,0,0,1,0,20180127,20180217
375,0,1,1,1,1,1,0,20180124,20180217
372,1,1,1,1,1,0,0,20180124,20180216
373,1,1,1,1,1,0,0,20180124,20180216
374,1,1,1,1,1,0,0,20180124,20180216
376,0,1,1,1,1,0,0,20180124,20180216
370,0,0,0,0,0,0,1,20180128,20180218
382,0,0,0,0,0,1,0,20180127,20180217
381,0,0,0,0,0,0,1,20180128,20180218
371,1,0,0,0,0,0,0,20180129,20180212
2319,1,1,1,1,1,0,0,20180124,20180216
2145,1,1,1,1,1,0,0,20180124,20180216
2144,0,0,0,0,0,1,0,20180127,20180217
2146,0,0,0,0,0,0,1,20180128,20180218
2318,0,0,0,0,0,0,1,20180128,20180218
2320,1,1,1,1,1,0,0,20180124,20180216
2321,0,0,0,0,0,1,0,20180127,20180217
2323,1,1,1,1,1,0,0,20180124,20180216
2322,0,0,0,0,0,0,1,20180128,20180218
2324,0,0,0,0,0,1,0,20180127,20180217
4902,1,1,1,1,1,0,0,20180124,20180216
4494,0,0,0,0,0,0,1,20180128,20180218
4495,0,0,0,0,0,1,0,20180127,20180217
4903,1,1,1,1,1,0,0,20180124,20180216
4107,1,1,1,1,1,0,0,20180124,20180216
4108,1,1,1,1,1,0,0,20180124,20180216
4908,0,0,0,0,0,1,0,20180127,20180217
4907,0,0,0,0,0,1,0,20180127,20180217
4905,1,1,1,1,1,0,0,20180124,20180216
4904,1,1,1,1,1,0,0,20180124,20180216
4906,0,1,1,1,1,1,0,20180124,20180217
4910,0,0,0,0,0,0,1,20180128,20180218
4909,0,0,0,0,0,0,1,20180128,20180218
4911,1,0,0,0,0,0,0,20180129,20180212
4506,0,0,0,0,0,0,1,20180204,20180218
4797,1,1,1,1,0,0,0,20180201,20180215
4780,0,0,0,0,1,0,0,20180202,20180216
4781,0,0,0,0,0,1,0,20180203,20180217
2622,1,1,1,0,0,0,0,20180124,20180131
4926,1,1,1,1,1,0,0,20180124,20180216
4927,0,0,0,0,0,1,0,20180127,20180217
4928,0,0,0,0,0,0,1,20180128,20180218
4917,0,0,0,0,0,1,0,20180127,20180217
4918,0,0,0,0,0,1,0,20180127,20180217
4919,0,0,0,0,0,1,1,20180127,20180218
4921,0,0,0,0,0,0,1,20180128,20180218
4922,0,0,0,0,0,0,1,20180128,20180218
4920,1,0,0,0,0,0,1,20180128,20180218
4923,1,1,1,1,1,0,0,20180201,20180216
4924,1,1,1,1,1,0,0,20180201,20180216
4915,1,1,1,1,1,0,0,20180124,20180216
4913,1,1,1,1,1,0,0,20180124,20180216
4914,0,0,1,1,1,0,0,20180124,20180131
4916,0,1,1,1,1,1,0,20180124,20180217
766,0,0,0,0,0,1,0,20180127,20180217
4801,1,1,1,1,0,0,0,20180124,20180215
4930,1,1,1,1,1,0,0,20180124,20180216
4931,1,1,1,1,1,0,0,20180124,20180216
4932,0,0,0,0,0,1,0,20180127,20180217
4799,0,0,0,0,1,0,0,20180126,20180216
4933,0,0,0,0,0,1,1,20180127,20180218
4929,1,1,1,1,1,0,0,20180124,20180216
4937,0,0,0,0,0,1,0,20180127,20180217
4936,1,1,1,1,1,0,0,20180124,20180216
4935,1,1,1,1,1,0,0,20180124,20180216
224,1,1,1,1,1,0,0,20180124,20180216
216,0,0,0,0,0,0,1,20180128,20180218
215,0,0,0,0,0,1,0,20180127,20180217
225,1,1,1,1,1,0,0,20180124,20180216
217,1,1,1,1,1,0,0,20180124,20180216
4953,1,1,1,1,1,0,0,20180124,20180216
4955,0,1,1,1,1,1,0,20180124,20180217
4954,0,1,1,1,1,0,0,20180124,20180216
4958,1,1,1,1,1,0,0,20180124,20180216
4960,1,1,1,1,1,0,0,20180124,20180216
4961,0,1,1,1,1,1,0,20180124,20180217
4963,0,0,0,0,0,1,1,20180127,20180218
4962,0,1,1,1,1,1,1,20180124,20180218
4959,0,1,1,1,1,0,0,20180124,20180216
426,1,1,1,1,1,0,0,20180124,20180216
425,1,1,1,1,1,0,0,20180124,20180216
268,1,1,0,1,0,0,0,20180125,20180215
266,0,0,1,0,0,0,0,20180124,20180214
269,0,0,0,0,1,0,0,20180126,20180216
420,1,1,1,1,1,0,0,20180124,20180216
419,1,1,1,1,1,0,0,20180124,20180216
421,0,0,1,0,1,0,0,20180124,20180216
424,1,1,1,1,1,0,0,20180124,20180216
423,1,1,1,1,1,0,0,20180124,20180216
422,0,0,0,0,0,1,1,20180127,20180218
427,1,1,1,1,1,0,0,20180124,20180216
5373,1,1,1,1,1,0,0,20180124,20180216
3577,0,0,0,0,0,1,0,20180127,20180217
5372,0,1,1,1,1,1,0,20180124,20180217
4481,0,0,0,0,0,0,1,20180128,20180218
4795,0,0,0,0,0,0,1,20180128,20180218
4485,1,0,0,0,0,0,0,20180129,20180212
5424,1,1,1,1,1,0,0,20180124,20180216
5425,0,1,1,1,1,1,0,20180124,20180217
4982,1,1,1,1,1,0,0,20180124,20180216
4970,1,1,1,1,1,0,0,20180124,20180216
4973,0,1,1,1,1,1,0,20180124,20180217
4971,0,1,1,1,1,0,0,20180124,20180216
4972,1,1,1,1,0,0,0,20180124,20180215
4212,0,0,0,0,0,0,1,20180128,20180218
4976,1,1,1,1,1,0,0,20180124,20180216
4977,0,1,1,1,1,0,0,20180124,20180216
4979,0,1,1,1,1,1,0,20180124,20180217
4978,1,1,1,1,0,0,0,20180124,20180215
5929,0,0,0,0,0,0,1,20180128,20180218
6139,1,1,1,1,1,0,0,20180124,20180216
5931,0,0,0,0,0,1,0,20180127,20180217
5932,1,0,0,0,0,0,0,20180129,20180212
6147,0,0,0,0,0,1,0,20180127,20180217
6148,0,0,0,0,0,0,1,20180128,20180218
6143,0,0,0,0,0,1,0,20180127,20180217
6144,1,1,1,1,0,0,0,20180124,20180215
6142,0,1,1,1,1,1,0,20180124,20180217
6140,0,0,0,0,1,0,0,20180126,20180216
6141,1,1,1,1,1,0,0,20180124,20180216
6149,1,1,1,1,1,0,0,20180124,20180216
6151,1,1,1,1,1,0,0,20180124,20180216
6157,0,0,0,0,0,1,0,20180127,20180217
6158,0,0,0,0,0,0,1,20180128,20180218
5916,0,0,0,0,0,0,1,20180128,20180218
6156,0,0,0,0,0,1,0,20180127,20180217
6153,1,1,1,1,1,0,0,20180124,20180216
6152,0,1,1,1,1,1,0,20180124,20180217
5930,1,1,1,1,0,0,0,20180124,20180215
5926,1,0,0,0,0,0,0,20180129,20180212
5928,0,0,0,0,1,0,0,20180126,20180216
2110,0,0,0,0,0,1,0,20180127,20180210
2143,1,1,1,1,1,0,0,20180124,20180216
4985,1,1,1,1,1,1,0,20180124,20180216
4984,0,0,0,0,0,0,1,20180128,20180218
2115,0,0,0,0,0,0,1,20180128,20180218
226,1,1,1,1,1,0,0,20180124,20180216
4111,1,1,1,1,1,0,0,20180124,20180216
4113,0,0,0,0,0,1,0,20180127,20180217
4114,0,0,0,0,0,0,1,20180128,20180218
4109,0,0,0,0,0,0,1,20180128,20180218
4112,0,1,1,1,1,1,0,20180124,20180217
4110,1,0,0,0,0,0,0,20180129,20180212
4115,0,0,0,0,0,0,1,20180128,20180218
4119,0,0,0,0,0,1,0,20180127,20180217
4117,1,1,1,1,1,0,0,20180124,20180216
4118,0,1,1,1,1,1,0,20180124,20180217
4120,0,0,0,0,0,0,1,20180128,20180218
4116,1,0,0,0,0,0,0,20180129,20180212
974,0,0,0,0,0,1,0,20180127,20180217
1142,0,0,0,0,0,0,1,20180128,20180211
739,1,1,1,1,1,0,0,20180124,20180216
4193,0,0,0,0,0,0,1,20180128,20180218
4197,1,1,1,1,1,0,0,20180124,20180216
4198,0,1,1,1,1,1,0,20180124,20180217
4196,1,1,1,1,1,0,0,20180124,20180216
4195,1,1,1,1,1,0,0,20180124,20180216
4194,1,0,0,0,0,0,0,20180129,20180212
4201,0,0,0,0,0,1,0,20180127,20180217
4200,0,0,0,0,0,1,0,20180127,20180217
4202,0,0,0,0,0,0,1,20180128,20180218
4199,0,1,1,1,1,1,0,20180124,20180217
4207,1,1,1,1,1,0,0,20180124,20180216
4210,0,0,0,0,0,1,0,20180127,20180217
4213,0,0,0,0,0,0,1,20180128,20180218
4209,0,1,1,1,1,1,0,20180124,20180217
4211,0,0,0,0,0,1,0,20180127,20180217
4205,1,0,0,0,0,0,0,20180129,20180212
4204,0,0,0,0,0,0,1,20180128,20180218
4206,1,1,1,1,1,0,0,20180124,20180216
4208,1,1,1,1,1,0,0,20180124,20180216
857,0,0,0,0,0,1,0,20180127,20180217
856,1,1,1,1,1,0,0,20180124,20180216
860,1,1,1,1,1,0,0,20180124,20180216
861,0,0,0,0,0,1,0,20180127,20180217
862,0,0,0,0,0,0,1,20180128,20180218
232,1,1,1,1,1,0,0,20180124,20180216
858,1,1,1,1,1,0,0,20180124,20180216
859,0,0,0,0,0,1,0,20180127,20180217
865,0,0,0,0,0,0,1,20180128,20180218
864,0,0,0,0,0,1,0,20180127,20180217
863,1,1,1,1,1,0,0,20180124,20180216
385,0,0,0,0,0,0,1,20180128,20180218
392,1,1,1,1,1,0,0,20180124,20180216
390,1,1,1,1,1,0,0,20180124,20180216
393,0,0,0,0,0,1,0,20180127,20180217
389,1,1,1,1,1,1,0,20180124,20180217
395,0,0,0,0,0,1,0,20180127,20180217
391,1,1,1,1,0,0,0,20180124,20180215
386,0,0,0,0,0,1,1,20180127,20180218
388,1,1,1,1,1,0,1,20180124,20180218
396,0,0,0,0,0,0,1,20180128,20180218
397,0,0,0,0,1,0,0,20180126,20180216
398,0,0,0,0,0,1,0,20180127,20180217
399,1,1,1,1,1,0,0,20180124,20180216
387,1,1,1,1,1,1,1,20180124,20180218
416,1,1,1,1,1,0,0,20180124,20180216
418,0,0,0,0,0,1,0,20180127,20180217
412,1,1,1,1,1,0,0,20180124,20180216
401,1,1,1,1,1,0,0,20180124,20180216
413,0,0,0,0,1,1,0,20180126,20180217
402,1,1,1,1,1,0,0,20180124,20180216
403,1,1,1,1,0,0,0,20180124,20180215
410,1,1,1,1,1,1,0,20180124,20180217
415,0,0,0,0,0,1,1,20180127,20180218
405,0,0,0,0,0,1,0,20180127,20180217
406,0,0,0,0,1,0,0,20180126,20180216
407,1,1,1,1,1,0,1,20180124,20180218
409,1,1,1,1,1,1,1,20180124,20180218
408,0,0,0,0,0,1,1,20180127,20180218
411,1,1,1,1,1,0,0,20180124,20180216
4966,1,1,1,1,1,0,0,20180124,20180216
4965,1,1,1,1,1,0,0,20180124,20180216
4969,1,1,1,1,1,0,0,20180124,20180216
4968,1,1,1,1,1,0,0,20180124,20180216
4967,1,1,1,1,1,0,0,20180124,20180216
4804,1,1,1,1,1,0,0,20180124,20180216
777,1,1,1,1,1,0,0,20180124,20180216
778,0,0,0,0,0,1,0,20180127,20180217
828,0,0,0,0,0,0,1,20180128,20180218
829,1,1,1,1,1,0,0,20180124,20180216
831,0,0,0,0,0,1,0,20180127,20180217
830,0,0,0,0,0,1,0,20180127,20180217
749,0,0,0,0,0,0,1,20180128,20180218
832,0,0,0,0,0,1,0,20180127,20180217
2310,1,1,1,1,1,0,0,20180124,20180216
2311,1,1,1,1,1,0,0,20180124,20180216
745,1,1,1,1,1,0,0,20180124,20180216
748,0,0,0,0,0,1,0,20180127,20180217
1801,1,1,1,1,1,0,0,20180124,20180216
1802,1,1,1,1,1,0,0,20180124,20180216
776,1,1,1,1,1,0,0,20180124,20180216
954,0,0,0,0,0,1,0,20180127,20180217
1533,0,0,0,0,0,1,0,20180127,20180217
5819,1,1,1,1,1,0,0,20180124,20180216
5820,1,1,1,1,1,0,0,20180124,20180216
1767,0,0,0,0,0,1,0,20180127,20180217
1800,0,0,0,0,0,0,1,20180128,20180218
1768,0,0,0,0,0,0,1,20180128,20180218
1127,0,0,1,0,0,0,0,20180124,20180214
963,0,0,0,0,0,0,1,20180128,20180218
1135,0,0,0,0,0,1,0,20180127,20180210
4048,1,1,1,1,1,0,0,20180124,20180216
978,1,1,0,1,1,0,0,20180125,20180216
4049,0,0,0,0,0,1,0,20180127,20180217
4047,1,1,1,1,1,0,0,20180124,20180216
4046,0,0,0,0,0,1,0,20180127,20180217
4058,1,1,1,1,1,0,0,20180124,20180216
4066,1,1,1,1,1,0,0,20180124,20180216
4059,1,1,1,1,1,0,0,20180124,20180216
4055,1,1,1,1,1,0,0,20180124,20180216
4053,0,0,0,0,0,1,0,20180127,20180210
4054,1,1,1,1,1,0,0,20180124,20180216
4051,1,1,1,1,1,1,0,20180124,20180217
4052,0,0,0,0,0,1,0,20180127,20180217
4050,0,0,0,0,0,0,1,20180128,20180218
4057,0,0,0,0,0,1,0,20180127,20180217
4056,1,1,1,1,1,1,0,20180124,20180217
4035,1,1,1,1,1,0,0,20180124,20180216
4040,0,0,0,0,0,1,0,20180127,20180217
4039,1,1,1,1,1,0,0,20180124,20180216
4038,1,1,1,1,1,0,0,20180124,20180216
4037,0,0,0,0,0,1,0,20180127,20180217
1134,0,0,0,0,0,0,1,20180128,20180211
960,1,0,0,0,0,0,0,20180129,20180212
1125,0,0,0,1,0,0,0,20180125,20180215
3411,0,1,1,0,1,1,0,20180124,20180217
4036,1,1,1,1,1,0,0,20180124,20180216
4043,1,1,1,1,1,0,0,20180124,20180216
4041,1,1,1,1,1,1,0,20180124,20180217
4044,1,1,1,1,1,0,0,20180124,20180216
4045,0,0,0,0,0,1,0,20180127,20180217
4062,1,1,1,1,1,1,0,20180124,20180217
4064,0,1,1,1,1,1,1,20180124,20180218
4063,1,1,1,1,1,0,0,20180124,20180216
4060,1,1,1,1,1,1,1,20180124,20180218
4061,1,1,1,1,1,1,1,20180124,20180218
4065,0,0,0,0,0,1,0,20180127,20180217
1532,1,1,1,1,1,0,0,20180124,20180216
629,1,1,1,1,1,0,0,20180124,20180216
1530,1,1,1,1,1,0,0,20180124,20180216
1531,1,1,1,1,1,0,0,20180124,20180216
1096,0,0,0,0,0,1,0,20180127,20180210
4155,0,0,0,0,0,0,1,20180204,20180218
4154,0,0,0,0,0,0,1,20180128,20180218
3362,0,0,0,0,0,0,1,20180128,20180211
