,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name,distance
49481,StopPoint:59:6673084,100987790:N122,26624,CHATELET,11 NOVEMBRE - COURCELLE-SUR-YVETTE RER,StopPoint:Node:5183482463,100987790:N122,26624,Châtelet,11 Novembre - Courcelles-sur-Yvette RER,726.7270105242388
49482,StopPoint:59:6673085,100987790:N122,26623,SAINT-REMY-LES-CHEVREUSE RER,11 NOVEMBRE - COURCELLE-SUR-YVETTE RER,StopPoint:Node:5183482464,100987790:N122,26623,Saint-Rémy-lès-Chevreuse RER,11 Novembre - Courcelles-sur-Yvette RER,710.3277423389704
24033,StopPoint:29:667,065487128:26,418868,LIEUSAINT  MOISSY GARE RER,ECOPOLE RIO,StopPoint:Node:3544901232,065487128:26,418868,Lieusaint - Moissy Gare RER,Écopôle Rio,692.7836400640101
23952,StopPoint:29:667,065487110:53,418868,COMBS LA VILLE-QUINCY GARE RER,ECOPOLE RIO,StopPoint:Node:3544901232,065487110:53,418868,Combs-la-Ville - Quincy Gare RER,Écopôle Rio,692.7836400640101
23489,StopPoint:29:663,065065050:50,40574,EVRY  COURCOURRONNES GARE RER,Rond Point de l'Hôpital,StopPoint:Node:1810647129,065065050:50,40574,Évry - Courcourronnes Gare RER,Rond-Point de l'Hôpital,663.0727438495846
58165,StopPoint:8798416:800:N135,800:N135,41418,CORBEIL ESSONNES NOCTILIEN,JEAN JAURES,StopPoint:Node:3243159966,800:N135,41418,Corbeil Essonnes,Jean Jaurès,651.4640627486646
58342,StopPoint:8798416:800:N144,800:N144,41418,CORBEIL ESSONNES NOCTILIEN,JEAN JAURES,StopPoint:Node:3243159966,800:N144,41418,Corbeil-Essonnes RER,Jean Jaurès,651.4640627486646
23951,StopPoint:29:666,065487110:53,418871,LIEUSAINT  MOISSY GARE RER,ECOPOLE RIO,StopPoint:Node:3544901231,065487110:53,418871,Lieusaint - Moissy Gare RER,Écopôle Rio,649.3205670984969
24032,StopPoint:29:666,065487128:26,418871,LIEUSAINT  MOISSY GARE RER,ECOPOLE RIO,StopPoint:Node:3544901231,065487128:26,418871,Lieusaint - Moissy Gare RER,Écopôle Rio,649.3205670984969
17891,StopPoint:58:581,052052003:3,13571,Gare de Saint Germain en Laye,Cherbourg,StopPoint:Node:6223586030,052052003:3,13571,Gare de Saint-Germain-en-Laye,Cherbourg,640.2149612185622
58155,StopPoint:8797735:800:N135,800:N135,41399,VILLENEUVE ST GEORGES NOCTILIEN,TARTERETS,StopPoint:Node:6163714396,800:N135,41399,Gare de Villeneuve-Saint-Georges,Tarterêts Noctilien - Avenue Strathkelvin,630.8172770909373
58101,StopPoint:8759048:800:N134,800:N134,41518,GARE DE LYON NOCTILIEN,VILLENEUVE PRAIRIE NOCTILIEN,StopPoint:Node:6160933026,800:N134,41518,Gare de Lyon,Villeneuve Prairie Noctilien,621.6620291267627
58005,StopPoint:8759048:800:N132,800:N132,41518,GARE DE LYON NOCTILIEN,VILLENEUVE PRAIRIE NOCTILIEN,StopPoint:Node:6160933026,800:N132,41518,Gare de Lyon,Villeneuve Prairie Noctilien,621.6620291267627
26157,StopPoint:54:10191,084284007:284-007,7346,GARE DE BOUTIGNY SUR ESSONNE,Scierie,StopPoint:Node:1776554305,084284007:284-007,7346,Gare de Boutigny-sur-Essonne,Scierie,614.1418455374024
58166,StopPoint:8798416:800:N135,800:N135,41418,VILLENEUVE ST GEORGES NOCTILIEN,JEAN JAURES,StopPoint:Node:3243159967,800:N135,41418,Gare de Villeneuve-Saint-Georges,Jean Jaurès,593.7658393511169
23490,StopPoint:29:664,065065050:50,40575,LIEUSAINT  MOISSY GARE RER,Rond Point de l'Hôpital,StopPoint:Node:1810647128,065065050:50,40575,Lieusaint - Moissy Gare RER,Rond-Point de l'Hôpital,554.6130126435902
58097,StopPoint:8759046:800:N134,800:N134,411300,GARE DE LYON NOCTILIEN,MAISONS ALFORT ALFORTVILLE NOCTILIEN,StopPoint:Node:6161038762,800:N134,411300,Gare de Lyon,Maisons-Alfort - Alfortville Noctilien,547.8512922488624
58001,StopPoint:8759046:800:N132,800:N132,411300,GARE DE LYON NOCTILIEN,MAISONS ALFORT ALFORTVILLE NOCTILIEN,StopPoint:Node:6161038762,800:N132,411300,Gare de Lyon,Maisons-Alfort - Alfortville Noctilien,547.8512922488624
25804,StopPoint:46:14708,068913050:91350,3688,Gare RER,La Martinière,StopPoint:Node:2678470871,068913050:91350,3688,Gare d'Etrechy,La Martinière,541.0955117099372
13234,StopPoint:42:8211,036036015:36-15,4885,GARE DES ESSARTS arr,Le Stade,StopPoint:Node:5759424629,036036015:36-15,4885,Gare des Essarts-le-Roi,Le Stade,509.5087647038754
8606,StopPoint:18:7,016248022:G,460444,GARE DE SARTROUVILLE,STRASBOURG,StopPoint:Node:5761221473,016248022:G,460444,Gare de Sartrouville,Strasbourg,507.67165781920045
58426,StopPoint:8759178:800:N145,800:N145,411248,GARE DE RAMBOUILLET,CHAVILLE RIVE GAUCHE NOCTILIEN,StopPoint:Node:6171696137,800:N145,411248,Gare de l’Est,Chaville Rive Gauche Noctilien,507.3752255231624
6675,StopPoint:6:226,014077709:709,423534,Condé,Les Tournelles,StopPoint:Node:5714049565,014077709:709,423534,Condé,ZA Fontaine des Tournelles,498.40210860834134
6644,StopPoint:6:226,014077708:708,423534,Beaupre,Les Tournelles,StopPoint:Node:5714049565,014077708:708,423534,Beaupré,ZA Fontaine des Tournelles,498.40210860834134
43716,StopPoint:59:7827032,100100389:389,12835,GEORGES POMPIDOU,PONT DE BILLANCOURT,StopPoint:Node:3560631754,100100389:389,12835,Clamart - Georges Pompidou,Place Jules Guesde,487.361398555051
6674,StopPoint:6:225,014077709:709,423756,Dammartin - Juilly - Saint-Mard Gare,Les Tournelles,StopPoint:Node:3039196316,014077709:709,423756,Dammartin - Juilly - Saint-Mard Gare,ZA Fontaine des Tournelles,487.00083826238233
6643,StopPoint:6:225,014077708:708,423756,Dammartin - Juilly - Saint-Mard Gare,Les Tournelles,StopPoint:Node:3039196316,014077708:708,423756,Dammartin - Juilly - Saint-Mard Gare,ZA Fontaine des Tournelles,487.00083826238233
24514,StopPoint:27:675,066066034:O,427276,CHAMLYS,CROIX BLANCHE,StopPoint:Node:6212717717,066066034:O,427276,Chamlys,Croix Blanche,481.3074539333754
24515,StopPoint:27:676,066066034:O,427275,Cesson Gare RER,CROIX BLANCHE,StopPoint:Node:6212717753,066066034:O,427275,Cesson Gare RER,Croix Blanche,478.2258762922303
57899,StopPoint:8798466:800:N130,800:N130,41423,MARNE LA VALLEE CHESSY NOCTILIEN,PARC DU TREMBLAY,StopPoint:Node:1227177082,800:N130,41423,Marne-la-Vallée - Chessy RER,Parc du Tremblay,463.51148054163144
3832,StopPoint:21:482,011011324:6,32720,Descartes,Jean Jaurès,StopPoint:Node:6179473986,011011324:6,32720,Descartes,Jean Jaurès,457.6178168265863
3540,StopPoint:21:1032,011011019:19,13766,Gare des Mureaux,Parly 2,StopPoint:Node:4597113010,011011019:19,13766,Gare des Mureaux,Parly 2,454.60344417956526
3536,StopPoint:21:1032,011011019:19,13766,Gare Europe,Parly 2,StopPoint:Node:4597113010,011011019:19,13766,Gare des Mureaux,Parly 2,454.60344417956526
58398,StopPoint:8741461:800:N145,800:N145,41276,GARE DE RAMBOUILLET,ATRIUM,StopPoint:Node:1798131944,800:N145,41276,Gare de l’Est,Atrium,454.03951390122063
42712,StopPoint:59:5944517,100100330:330,23587,FORT D'AUBERVILLIERS,PARC HENRI BARBUSSE,StopPoint:Node:6272936838,100100330:330,23587,Fort d’Aubervilliers,Parc Henri Barbusse,443.5750045022384
7911,StopPoint:23:813,015015027:27,14087,Allée de Tillet,Tuilerie,StopPoint:Node:5404137370,015015027:27,14087,Allée du Tillet (Bailly),Tuilerie,442.78634473007634
51863,StopPoint:12:3220,208258210:210,15919,François 1er,Le Montoir 2,StopPoint:Node:5539258022,208258210:210,15919,François 1er (Fontainebleau),Vernou le Montoir 2,437.08556698134987
1281,StopPoint:22:213,005005038:38,35538,Collège Maurice Ravel,Gendarmerie,StopPoint:Node:1429612416,005005038:38,35538,Collège Maurice Ravel,Gendarmerie,425.8480776063127
26181,StopPoint:54:8992,084284007:284-007,7298,GARE DE BOUTIGNY SUR ESSONNE,Eglise,StopPoint:Node:5783573605,084284007:284-007,7298,Gare de Boutigny-sur-Essonne,Église,425.61352184649866
3171,StopPoint:49:81,010240010:10,427799,CCial Pince Vent,CCial Pince Vent,StopPoint:Node:5674032338,010240010:10,427799,Centre Commercial Pince-Vent,Centre Commercial Pince-Vent,425.2579315076081
3153,StopPoint:49:81,010240004:8,427799,CCial Pince Vent,CCial Pince Vent,StopPoint:Node:5674032338,010240004:8,427799,Centre Commercial Pince-Vent,Centre Commercial Pince-Vent,425.2579315076081
25649,StopPoint:46:10321,068913030:5,3260,Hôpital,ZI Les Rochettes,StopPoint:Node:6238237514,068913030:5,3260,Hôpital,ZI les Rochettes,421.45253004690846
25481,StopPoint:46:10321,068913008:91308,3260,Ferme de Champigny,ZI Les Rochettes,StopPoint:Node:6238237514,068913008:91308,3260,Ferme de Champigny,ZI les Rochettes,421.45253004690846
25478,StopPoint:46:10321,068913008:91308,3260,Hôpital,ZI Les Rochettes,StopPoint:Node:6238237514,068913008:91308,3260,Hôpital,ZI les Rochettes,421.45253004690846
51874,StopPoint:12:3220,208258210:210,15919,Basse Roche,Le Montoir 2,StopPoint:Node:4319969752,208258210:210,15919,Basse Roche (Vernou),Vernou Le Montoir 2,420.7734541838879
51876,StopPoint:12:3220,208258210:210,15919,Marangis,Le Montoir 2,StopPoint:Node:4319969752,208258210:210,15919,Marangis (Vernou),Vernou Le Montoir 2,420.7734541838879
58065,StopPoint:8759061:800:N133,800:N133,411261,JUVISY NOCTILIEN,CHOISY LE ROI NOCTILIEN,StopPoint:Node:5979569889,800:N133,411261,Juvisy RER,Rouget de Lisle,416.9607752891579
58593,StopPoint:8798250:800:N154,800:N154,41409,MONTIGNY BEAUCHAMP NOCTILIEN,LES GRESILLONS FELIX EBOUE,StopPoint:Node:5931548776,800:N154,41409,Montigny–Beauchamp RER,Grésillons - Félix Éboué,409.58189511395983
1278,StopPoint:22:212,005005038:38,35537,La Picotière,Gendarmerie,StopPoint:Node:1429612423,005005038:38,35537,La Picotière,Gendarmerie,406.7014620842319
57919,StopPoint:8798650:800:N130,800:N130,41430,MARNE LA VALLEE CHESSY NOCTILIEN,MINISTERE DES FINANCES POPB,StopPoint:Node:2042462007,800:N130,41430,Marne-la-Vallée - Chessy RER,Gare de Bercy - POPB,406.0843664037385
25958,StopPoint:14:10472,073073001:25,5016,GARE DE PITHIVIERS,Le Mesnil,StopPoint:Node:5866597660,073073001:25,5016,Gare de Pithiviers,Le Mesnil,402.16810744628316
1560,StopPoint:22:332,005005067:67,35649,Gare Routière Paul Delouvrier,Trou Chevalier,StopPoint:Node:1429615216,005005067:67,35649,Gare Routière Paul Delouvrier,Trou Chevalier,396.4676137864971
3829,StopPoint:21:481,011011324:6,32720,Gare des Mureaux,Jean Jaurès,StopPoint:Node:6179472371,011011324:6,32720,Gare des Mureaux,Jean Jaurès,395.58660956111146
3172,StopPoint:49:82,010240010:10,427801,Gare de Sucy-Bonneuil,CCial Pince Vent,StopPoint:Node:5674032337,010240010:10,427801,Gare RER Sucy-Bonneuil,Centre Commercial Pince-Vent,391.86450571636124
3155,StopPoint:49:82,010240004:8,427801,Gare de la Varenne Chennevières,CCial Pince Vent,StopPoint:Node:5674032337,010240004:8,427801,Gare de la Varenne Chennevières,Centre Commercial Pince-Vent,391.86450571636124
25955,StopPoint:14:10471,073073001:25,5015,GARE D'ETAMPE,Le Mesnil,StopPoint:Node:5866597989,073073001:25,5015,Gare d'Etampes,Le Mesnil,391.165630072968
22153,StopPoint:31:422,062062009:209,30706,MARANGIS,MARANGIS,StopPoint:Node:6246446757,062062009:209,30706,Vernou Marangis,Vernou Marangis,390.8464930434376
1559,StopPoint:22:331,005005067:67,35648,Zac la Prévôté,Trou Chevalier,StopPoint:Node:1429615249,005005067:67,35648,ZAC la Prévôté,Trou Chevalier,386.92805439692444
22179,StopPoint:31:696,062062009:209,411725,MARANGIS,MOULIN DE NANCHON,StopPoint:Node:1497564564,062062009:209,411725,Vernou Marangis,Moulin de Nanchon,386.7270319478444
58594,StopPoint:8798250:800:N154,800:N154,41409,PARIS SAINT-LAZARE NOCTILIEN,LES GRESILLONS FELIX EBOUE,StopPoint:Node:5931548775,800:N154,41409,Gare Saint-Lazare,Grésillons - Félix Éboué,382.4595361457195
57975,StopPoint:8758830:800:N131,800:N131,411308,GARE DE LYON NOCTILIEN,GARE D'AUSTERLITZ NOCTILIEN,StopPoint:Node:1670769701,800:N131,411308,Gare de Lyon,Gare d'Austerlitz,371.01054271967786
58047,StopPoint:8758830:800:N133,800:N133,411308,GARE DE LYON NOCTILIEN,GARE D'AUSTERLITZ NOCTILIEN,StopPoint:Node:1670769701,800:N133,411308,Gare de Lyon,Gare d'Austerlitz,371.01054271967786
891,StopPoint:48:7349,003351507:C,22482,Noisiel RER,Médiathèque F-Mitterrand,StopPoint:Node:5392631007,003351507:C,22482,Noisiel RER,Médiathèque François Mitterand,370.3091263923557
833,StopPoint:48:7349,003351506:B,22482,Gare de Pontault (rue de l'Est),Médiathèque F-Mitterrand,StopPoint:Node:5392631007,003351506:B,22482,Gare de Pontault,Médiathèque François Mitterand,370.3091263923557
51344,StopPoint:88:1498,116931007:FILEOVE,423065,Vert Galant RER B,Versant Seine,StopPoint:Node:5630202107,116931007:FILEOVE,423065,Vert Galant RER B (Villepinte),Versant Seine,367.71165291101903
51244,StopPoint:88:1498,116931006:FILEOSL,423065,Sevran Livry RER B,Versant Seine,StopPoint:Node:5630202107,116931006:FILEOSL,423065,Sevran Livry RER B,Versant Seine,367.71165291101903
2760,StopPoint:49:59630,010010010:205,35973,Les Murs,Lotissement,StopPoint:Node:2278879270,010010010:205,35973,Les Murs,Lotissement,361.93033712446095
2763,StopPoint:49:59630,010010010:205,35973,Mairie de Vayres,Lotissement,StopPoint:Node:2278879270,010010010:205,35973,Gare de Bouray,Lotissement,361.93033712446095
2765,StopPoint:49:59631,010010010:205,35974,Gare de Bouray,Lotissement,StopPoint:Node:2278879270,010010010:205,35974,Gare de Bouray,Lotissement,360.8151516804166
24521,StopPoint:27:678,066066034:O,427274,Cesson Gare RER,JEAN FERRAT,StopPoint:Node:6212717747,066066034:O,427274,Cesson Gare RER,Jean Ferrat,357.5812152039324
24516,StopPoint:27:677,066066034:O,427274,CHAMLYS,JEAN FERRAT,StopPoint:Node:6212717723,066066034:O,427274,Chamlys,Jean Ferrat,356.4026297120226
1371,StopPoint:22:263,005005038:38,35586,La Picotière,La Picotière,StopPoint:Node:5533647945,005005038:38,35586,La Picotière,La Picotière,355.64081610362194
24513,StopPoint:27:663,066066034:O,427307,CHAMLYS,Centre Commercial VIlliers en Bière,StopPoint:Node:6212729645,066066034:O,427307,Chamlys,Centre Commercial Villiers-en-Bière,348.8327228214212
49717,StopPoint:53:2618,101261021:7,21893,Gare de Chelles Gournay,Becquerel,StopPoint:Node:2678462476,101261021:7,21893,Gare de Chelles Gournay,Becquerel,346.4700845337304
24507,StopPoint:27:644,066066034:O,427304,Cesson Gare RER,Centre Commercial Villiers en Bières,StopPoint:Node:6212734569,066066034:O,427304,Cesson Gare RER,Centre Commercial Villiers-en-Bière,340.56300765160285
18238,StopPoint:58:984,052052039:39,13614,Gare de Vernouillet Verneuil,Clos St Denis,StopPoint:Node:6224562184,052052039:39,13614,Gare de Vernouillet - Verneuil,Clos Saint-Denis,333.45608602190725
53038,StopPoint:14:2150,214214001:SAMOIS,4969,Lucien Cézard,Etape,StopPoint:Node:5899312732,214214001:SAMOIS,4969,Fontainebleau - Lucien Cézard,Place de l'Étape,329.371790299893
42565,StopPoint:59:7312092,100100323:323,24364,GAMBETTA,MALLERET-JOINVILLE,StopPoint:Node:3648043104,100100323:323,24364,Ivry - Gambetta,Malleret–Joinville,329.2975748454796
55548,StopPoint:70:2324,293193607:607,18837,Gare de Villepinte,Le Parc,StopPoint:Node:5537066932,293193607:607,18837,Gare de Villepinte,Le Parc,326.55599041044024
19172,StopPoint:46:10280,055155003:DM153,3232,Porte d'Etampes,Pont Belles Dames,StopPoint:Node:5318124774,055155003:DM153,3232,Porte d'Étampes - Arpajon,Pont des Belles Dames,321.15193023796144
19117,StopPoint:46:10280,055155001:DM151,3232,Porte d'Etampes,Pont Belles Dames,StopPoint:Node:5318124774,055155001:DM151,3232,Arpajon - Porte d'Étampes,Pont des Belles Dames,321.15193023796144
19116,StopPoint:46:10280,055155001:DM151,3232,Porte d'Etampes,Pont Belles Dames,StopPoint:Node:5318124774,055155001:DM151,3232,Arpajon - Porte d'Étampes,Pont des Belles Dames,321.15193023796144
22623,StopPoint:28:491,063063021:21CC,30447,C COMMERCIAL,CHATEAU,StopPoint:Node:2267860664,063063021:21CC,30447,Centre commercial (Villiers),Château de Fontainebleau,318.71294766614926
26149,StopPoint:54:10176,084284007:284-007,7334,GARE DE BOUTIGNY SUR ESSONNE,HLM,StopPoint:Node:5783573598,084284007:284-007,7334,Gare de Boutigny-sur-Essonne,HLM,317.02222371614425
25255,StopPoint:46:14625,068068016:6816,3675,Gare RER,Centre,StopPoint:Node:2676552261,068068016:6816,3675,Gare d'Etrechy,Chamarande - Centre,313.8379071315025
194,StopPoint:48:5381,003003011:11,16453,Gare d'Ozoir,Einstein,StopPoint:Node:1375042528,003003011:11,16453,Gare d'Ozoir,Robert Schuman,308.6505832540374
196,StopPoint:48:5441,003003011:11,16453,Gare d'Ozoir,Robert Schuman,StopPoint:Node:1375042528,003003011:11,16453,Gare d'Ozoir,Robert Schuman,307.6506800734585
197,StopPoint:48:5442,003003011:11,16454,Gare de Tournan en Brie (côté Gretz),Robert Schuman,StopPoint:Node:1375042532,003003011:11,16454,Gare de Tournan-en-Brie (Côté Gretz),Robert Schuman,307.4907788942564
42566,StopPoint:59:7312093,100100323:323,24367,CHATILLON - MONTROUGE-METRO,MALLERET-JOINVILLE,StopPoint:Node:2563183469,100100323:323,24367,Chatillon - Montrouge-Métro,Malleret–Joinville,304.0115308962513
26134,StopPoint:34:1762,082082003:37E,15089,Gare Routière,Préfecture RER,StopPoint:Node:5761161286,082082003:37E,15089,Gare Routière Meru,Cergy Préfecture,303.54562730243
25950,StopPoint:14:10156,073073001:25,5013,GARE D'ETAMPE,Mairie,StopPoint:Node:5866598027,073073001:25,5013,Gare d'Etampes,Mairie (Méréville),303.48045669837705
8007,StopPoint:23:464,015015054:54,13965,Gare Sud,Perret,StopPoint:Node:5373512411,015015054:54,13965,Gare Sud de Poissy,Perret,299.7567748366297
8006,StopPoint:23:464,015015054:54,13965,Gare Sud,Perret,StopPoint:Node:5373512411,015015054:54,13965,Gare Sud de Poissy,Perret,299.7567748366297
7424,StopPoint:23:1216,015015002:2,421013,Maison des Insectes - Parc du peuple de l'herbe,Saint Honoré,StopPoint:Node:5673343204,015015002:2,421013,Maison des Insectes - Parc du Peuple de l'Herbe,Saint-Honoré,298.37407431155015
1034,StopPoint:80:33,004004024:24,12736,Centre Commercial,Copernic,StopPoint:Node:6178110676,004004024:24,12736,Vélizy-Villacoublay Centre Commercial,Copernic,293.70892367825724
7856,StopPoint:23:510,015015023:23,420492,Rue Thiers,Vergers de la Ranchère,StopPoint:Node:4326504089,015015023:23,420492,Thiers,Vergers de la Ranchère,288.71941639259654
14241,StopPoint:24:5839,039262262:262,25055,Gare de Versailles-Château-Rive-Gauche,Route de Chevreuse,StopPoint:Node:5589904707,039262262:262,25055,Gare de Versailles Château - Rive Gauche,Route de Chevreuse,283.885428522898
52141,StopPoint:12:4993,208258210:210,16182,François 1er,Rue de Moret,StopPoint:Node:4539818089,208258210:210,16182,François 1er (Fontainebleau),Rue de Moret,282.1875360839015
4612,StopPoint:25:10521,013013012:12,424187,Gare de Saint Quentin en Yvelines,Le Sémaphore,StopPoint:Node:5884634238,013013012:12,424187,Gare de Saint-Quentin-en-Yvelines - Gare Routière des Prés,Le Sémaphore,280.72286291933466
7262,StopPoint:23:465,015015001:6,13966,Peugeot,Peugeot,StopPoint:Node:6220386632,015015001:6,13966,Peugeot,Peugeot,280.53996013533725
15350,StopPoint:32:45136,045045012:C,17072,JEAN-PAUL SARTRE,JEAN-PAUL SARTRE,StopPoint:Node:4326634354,045045012:C,17072,Jean-Paul Sartre,Jean-Paul Sartre,279.26578770905763
15345,StopPoint:32:45136,045045012:C,17072,GARE DE BOUSSY,JEAN-PAUL SARTRE,StopPoint:Node:4326634354,045045012:C,17072,Gare de Boussy-Saint-Antoine,Jean-Paul Sartre,279.26578770905763
3818,StopPoint:21:1010,011011324:6,39968,Descartes,CHEMIN DE FLINS,StopPoint:Node:6179472383,011011324:6,39968,Descartes,Chemin de Flins,275.6143814077085
1027,StopPoint:80:231,004004024:24,14492,Centre Commercial,Villacoublay,StopPoint:Node:5347077063,004004024:24,14492,Vélizy-Villacoublay Centre Commercial,La Cheminée,272.6972744159983
8004,StopPoint:23:463,015015054:54,13964,Gare Sud,Perret,StopPoint:Node:5373512412,015015054:54,13964,Gare Sud de Poissy,Perret,269.2958508531108
25987,StopPoint:14:9243,073073001:25,5002,GARE D'ETAMPE,Bourg,StopPoint:Node:5719574494,073073001:25,5002,Gare d'Etampes,Église (Estouches),268.64558416475353
22157,StopPoint:31:423,062062009:209,30707,MARANGIS,LE MONTOIR 1,StopPoint:Node:4528492604,062062009:209,30707,Vernou Marangis,Vernou le Montoir 1,268.52965486260666
53035,StopPoint:14:14988,214214001:SAMOIS,426129,Lucien Cézard,Château,StopPoint:Node:5881251442,214214001:SAMOIS,426129,Fontainebleau - Lucien Cézard,Château - Fontainebleau,268.37669882613585
382,StopPoint:48:7296,003177016:16,16662,Carré Sénart,Carré Sénart,StopPoint:Node:6152884398,003177016:16,16662,Carré Sénart,Carré Sénart,267.8544318024759
26957,StopPoint:52:5417,097097037:37B,6784,Bancel,Institut Nazareth,StopPoint:Node:5764734142,097097037:37B,6784,Bancel,Institut Nazareth,267.20406054175106
25246,StopPoint:46:9414,068068009:6809,3084,Gare RER,Centre Commercial,StopPoint:Node:4321353577,068068009:6809,3084,Gare d'Etrechy,Centre Commercial,266.0489219932754
7162,StopPoint:53:2148,014361113:3s,21209,Gare de Mitry Claye,Parc Corbrion,StopPoint:Node:1987730143,014361113:3s,21209,Gare de Mitry Claye,Parc Corbrion,263.9396022334051
4613,StopPoint:25:10522,013013012:12,424184,Gare de Rambouillet [Prairie],Le Sémaphore,StopPoint:Node:5884630919,013013012:12,424184,Gare de Rambouillet [Prairie],Le Sémaphore,263.879922671856
53040,StopPoint:14:2163,214214001:SAMOIS,4973,Lucien Cézard,Lucien Cézard,StopPoint:Node:5871243027,214214001:SAMOIS,4973,Fontainebleau - Lucien Cézard,Collège Lucien Cezard,262.48752576022264
19580,StopPoint:2:1463,056356018:V,420482,Centre Commercial Parly 2,Université,StopPoint:Node:233174602,056356018:V,420482,Centre Commercial Parly 2,Université,261.6758016172515
19768,StopPoint:2:1463,056356026:E,420482,Lycée Jules Ferry,Université,StopPoint:Node:233174602,056356026:E,420482,Lycée Jules Ferry,Université,261.6758016172515
25243,StopPoint:46:14586,068068009:6809,3667,Gare RER,Musset,StopPoint:Node:6187999626,068068009:6809,3667,Gare d'Etrechy,Musset,259.373526237441
56725,StopPoint:86:378,350350031:K,423366,René Renault,Basses Meunières,StopPoint:Node:5716955564,350350031:K,423366,René Renault,Basses Meunières,256.8471685051643
19976,StopPoint:81:15112,057057002:02A,12520,Centre Social,Paul Eluard,StopPoint:Node:2915067813,057057002:02A,12520,Centre Social,Paul Éluard,255.2838651537742
20275,StopPoint:81:15112,057057023:02B,12520,Centre Commercial,Paul Eluard,StopPoint:Node:2915067813,057057023:02B,12520,Centre Commercial,Paul Éluard,255.2838651537742
58250,StopPoint:8759499:800:N141,800:N141,411236,GARE DE L'EST NOCTILIEN,ESBLY NOCTILIEN,StopPoint:Node:1356696681,800:N141,411236,Gare de l’Est,Place de l'Europe - Mairie,251.68064907998595
25873,StopPoint:66:10936,070070001:7001,6991,Trou Grillon,Mairie,StopPoint:Node:2240228076,070070001:7001,6991,Trou Grillon,Mairie (Saint-Germain-lès-Corbeil),251.35852339307985
