,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name,distance
28677,StopPoint:59:6591443,100987756:N23,39460,CHELLES - GOURNAY RER,PORTE DES LILAS-METRO,StopPoint:Node:2042462307,100987756:N23,39460,Chelles - Gournay RER,Porte des Lilas,138.83664927984753
28801,StopPoint:59:3716895,100987757:N34,421409,GARE DE LYON,GARE DE LYON,StopPoint:Node:1352477879,100987757:N34,421409,Gare de Lyon,Gare de Lyon,82.33997098409341
28838,StopPoint:59:3716895,100987758:N33,421409,GARE DE LYON,GARE DE LYON,StopPoint:Node:1352477879,100987758:N33,421409,Gare de Lyon,Gare de Lyon,82.33997098409341
28885,StopPoint:59:4471795,100987759:N31,29856,GARE DE LYON,AUGUSTE PERRET,StopPoint:Node:5406873965,100987759:N31,29856,Gare de Lyon,Auguste Perret,84.11326362378693
28891,StopPoint:59:4471800,100987759:N31,29871,GARE DE LYON,RUE DES OLIVIERS,StopPoint:Node:5406873961,100987759:N31,29871,Gare de Lyon,Rue des Oliviers,75.40046623674569
28927,StopPoint:59:7153120,100987759:N31,413123,AEROPORT D'ORLY-TERMINAL SUD,COEUR D'ORLY,StopPoint:Node:2281799940,100987759:N31,413123,Aeroport d'Orly-Terminal Sud,Cœur d'Orly,195.44710632023816
28928,StopPoint:59:7153121,100987759:N31,413124,GARE DE LYON,COEUR D'ORLY,StopPoint:Node:5979569885,100987759:N31,413124,Gare de Lyon,Cœur d'Orly,200.79394460839168
28930,StopPoint:59:7153146,100987759:N31,413125,GARE DE LYON,CAROLINE AIGLE,StopPoint:Node:5979568584,100987759:N31,413125,Gare de Lyon,Caroline Aigle,71.61032628762851
29045,StopPoint:59:7275415,100987760:N21,28582,HOPITAL DE LONGJUMEAU,COUSIN DE MERICOURT,StopPoint:Node:5979569905,100987760:N21,28582,Hôpital de Longjumeau,Cousin de Méricourt,78.55024492774507
29106,StopPoint:59:5121356,100987761:N61,8443,GARE MONTPARNASSE,PONT MIRABEAU,StopPoint:Node:1827357920,100987761:N61,8443,Gare Montparnasse,Pont Mirabeau,80.72479245392317
29211,StopPoint:59:7275579,100987762:N62,27210,GARE MONTPARNASSE,LE PETIT FRESNES,StopPoint:Node:1298816068,100987762:N62,27210,Gare Montparnasse,Le Petit Fresnes,77.18632038189605
29213,StopPoint:59:7275580,100987762:N62,22783,MARCHE INTERNATIONAL DE RUNGIS,LE PETIT FRESNES,StopPoint:Node:1298816060,100987762:N62,22783,Marché International de Rungis,Le Petit Fresnes,179.504568779258
29216,StopPoint:59:7275582,100987762:N62,26759,MARCHE INTERNATIONAL DE RUNGIS,DOCTEUR TENINE,StopPoint:Node:4596850010,100987762:N62,26759,Marché International de Rungis,Docteur Ténine,77.92534499582767
29238,StopPoint:59:7275639,100987762:N62,19706,GARE MONTPARNASSE,RUE DE CHATILLON,StopPoint:Node:5905125010,100987762:N62,19706,Gare Montparnasse,Rue de Châtillon,94.64918198035296
29243,StopPoint:59:7275642,100987762:N62,28755,MARCHE INTERNATIONAL DE RUNGIS,MAIRIE DE VANVES - CENTRE ADMINISTRATIF,StopPoint:Node:2010237029,100987762:N62,28755,Marché International de Rungis,Mairie de Vanves - Centre Administratif,70.48835321143058
29264,StopPoint:59:3716895,100987763:N32,421409,BOISSY-SAINT-LEGER RER,GARE DE LYON,StopPoint:Node:2481752360,100987763:N32,421409,Boissy-Saint-Léger RER,Gare de Lyon,90.85377451155061
29350,StopPoint:59:3686371,100987768:N22,27280,CHATELET,CIMETIERE PARISIEN DE THIAIS,StopPoint:Node:5979593755,100987768:N22,27280,Châtelet,Cimetière Parisien de Thiais,81.48656957183867
29405,StopPoint:59:4036808,100987768:N22,26737,MARCHE DE JUVISY,DISPENSAIRE DANIELLE CASANOVA,StopPoint:Node:3692920725,100987768:N22,26737,Marché de Juvisy,Dispensaire Danielle Casanova,123.02625601388586
29411,StopPoint:59:4378048,100987768:N22,36702,CHATELET,VILLEJUIF - LOUIS ARAGON,StopPoint:Node:1964639959,100987768:N22,36702,Châtelet,Villejuif - Louis Aragon,97.94471147227019
29415,StopPoint:59:4378363,100987768:N22,29848,MARCHE DE JUVISY,VILLEJUIF - LOUIS ARAGON,StopPoint:Node:3647120644,100987768:N22,29848,Marché de Juvisy,Villejuif - Louis Aragon,137.94467781114304
29422,StopPoint:59:4471795,100987768:N22,29856,MARCHE DE JUVISY,AUGUSTE PERRET,StopPoint:Node:5406873965,100987768:N22,29856,Marché de Juvisy,Auguste Perret,84.11326362378693
29516,StopPoint:59:7153082,100987768:N22,26736,MARCHE DE JUVISY,JEAN JAURES,StopPoint:Node:3889758396,100987768:N22,26736,Marché de Juvisy,Jean Jaurès,181.8466564979666
29531,StopPoint:59:7153120,100987768:N22,413123,MARCHE DE JUVISY,COEUR D'ORLY,StopPoint:Node:2281799940,100987768:N22,413123,Marché de Juvisy,Cœur d'Orly,195.44710632023816
29532,StopPoint:59:7153121,100987768:N22,413124,CHATELET,COEUR D'ORLY,StopPoint:Node:5979569885,100987768:N22,413124,Châtelet,Cœur d'Orly,200.79394460839168
29547,StopPoint:59:7153132,100987768:N22,37469,CHATELET,MARCHE DES GRAVILLIERS,StopPoint:Node:5979568500,100987768:N22,37469,Châtelet,Marché des Gravilliers,73.39857520501569
29550,StopPoint:59:7153146,100987768:N22,413125,CHATELET,CAROLINE AIGLE,StopPoint:Node:5979568584,100987768:N22,413125,Châtelet,Caroline Aigle,71.61032628762851
29573,StopPoint:59:3764447,100987769:N63,26609,MASSY-PALAISEAU RER,MONTPARNASSE 2 - GARE TGV,StopPoint:Node:983637964,100987769:N63,26609,Massy-Palaiseau,Jean Zay–Maine,401.4096340263522
29577,StopPoint:59:3909010,100987769:N63,23156,GARE MONTPARNASSE,BOULEVARD DE LA REPUBLIQUE,StopPoint:Node:5339594321,100987769:N63,23156,Gare Montparnasse,Boulevard de la République,71.49050230482804
29592,StopPoint:59:5121977,100987769:N63,37051,MASSY-PALAISEAU RER,BOULEVARD DE LA REPUBLIQUE,StopPoint:Node:3524346327,100987769:N63,37051,Massy-Palaiseau,Boulevard de la République,93.2664716248945
29600,StopPoint:59:7627532,100987769:N63,28241,GARE MONTPARNASSE,REPUBLIQUE - LIBERTE,StopPoint:Node:2899578901,100987769:N63,28241,Gare Montparnasse,République - Liberté,103.00361859394334
29631,StopPoint:59:3620247,100987771:N71,36934,MARCHE INTERNATIONAL DE RUNGIS,MARCELLIN BERTHELOT,StopPoint:Node:294082534,100987771:N71,36934,Marché International de Rungis,Marcellin Berthelot,71.09030045081559
29650,StopPoint:59:7275710,100987771:N71,26538,MARCHE INTERNATIONAL DE RUNGIS,PARC INTERDEPARTEMENTAL DES SPORTS,StopPoint:Node:383550911,100987771:N71,26538,Marché International de Rungis,Parc Interdépartemental des Sports,71.1028390722766
29654,StopPoint:59:7275716,100987771:N71,30022,MARCHE INTERNATIONAL DE RUNGIS,PREFECTURE DU VAL-DE-MARNE,StopPoint:Node:387899938,100987771:N71,30022,Marché International de Rungis,Préfecture du Val-de-Marne,73.73963434155463
29680,StopPoint:59:3716895,100987773:N35,421409,NOGENT-LE-PERREUX RER,GARE DE LYON,StopPoint:Node:2481752360,100987773:N35,421409,Nogent - Le Perreux RER,Gare de Lyon,90.85377451155061
29914,StopPoint:59:3926297,100987780:N11,24798,CHATEAU DE VINCENNES,DAUMESNIL - DIDEROT,StopPoint:Node:1223052374,100987780:N11,24798,Château de Vincennes,Daumesnil - Diderot,90.64158374359499
29945,StopPoint:59:7170685,100987780:N11,28372,CHATEAU DE VINCENNES,PORTE DE VINCENNES,StopPoint:Node:1426853557,100987780:N11,28372,Château de Vincennes,Porte de Vincennes,122.05674033518076
30094,StopPoint:59:4016293,100987782:N15,24603,VILLEJUIF - LOUIS ARAGON-METRO,BROCHANT - CARDINET,StopPoint:Node:5979566287,100987782:N15,24603,Villejuif – Louis Aragon,Brochant - Cardinet,85.26188275883321
30133,StopPoint:59:4036808,100987782:N15,26737,VILLEJUIF - LOUIS ARAGON-METRO,DISPENSAIRE DANIELLE CASANOVA,StopPoint:Node:3692920725,100987782:N15,26737,Villejuif – Louis Aragon,Dispensaire Danielle Casanova,123.02625601388586
30169,StopPoint:59:5762016,100987782:N15,15142,VILLEJUIF - LOUIS ARAGON-METRO,GABRIEL PERI-METRO,StopPoint:Node:5290005590,100987782:N15,15142,Villejuif – Louis Aragon,Gabriel Péri - Métro,84.95162298131945
30178,StopPoint:59:7153082,100987782:N15,26736,VILLEJUIF - LOUIS ARAGON-METRO,JEAN JAURES,StopPoint:Node:3889758396,100987782:N15,26736,Villejuif – Louis Aragon,Jean Jaurès,181.8466564979666
30711,StopPoint:53:2157,101261021:7,21211,Gare de Chelles Gournay,Stade,StopPoint:Node:5646487446,101261021:7,21211,Gare de Chelles Gournay,Stade,92.1641064866661
30749,StopPoint:53:2522,101261021:7,21890,Gare de Chelles Gournay,Goulet,StopPoint:Node:1200579458,101261021:7,21890,Gare de Chelles Gournay,Goulet,72.19039517329061
30768,StopPoint:53:2618,101261021:7,21893,Gare de Chelles Gournay,Becquerel,StopPoint:Node:2678462476,101261021:7,21893,Gare de Chelles Gournay,Becquerel,346.4700845337304
30770,StopPoint:53:2620,101261021:7,21894,Gare de Chelles Gournay,Foyer Flamant,StopPoint:Node:2670519841,101261021:7,21894,Gare de Chelles Gournay,Foyer Flamant,98.92283070382359
30805,StopPoint:53:2494,101261022:6,16843,Gare de Chelles Gournay,Collège Goscinny,StopPoint:Node:2064577375,101261022:6,16843,Gare de Chelles Gournay,Collège Goscinny,101.5896931198912
30833,StopPoint:53:2060,101261024:4,13013,Gare de Chelles Gournay,La Closerie,StopPoint:Node:4328343619,101261024:4,13013,Gare de Chelles Gournay,La Closerie,75.76451070745989
30835,StopPoint:53:2104,101261024:4,16686,Gare de Chelles Gournay,Mont Chalats,StopPoint:Node:2635554154,101261024:4,16686,Gare de Chelles Gournay,Mont-Chalâts,77.81801304118945
30839,StopPoint:53:2114,101261024:4,16692,Gare de Chelles Gournay,Chasse,StopPoint:Node:5442483922,101261024:4,16692,Gare de Chelles Gournay,Chasse,105.68712047912288
30939,StopPoint:53:2157,101261027:5,21211,Gare de Lagny Thorigny,Stade,StopPoint:Node:5646487446,101261027:5,21211,Gare de Lagny Thorigny,Stade,92.1641064866661
31014,StopPoint:53:2352,101261028:8,39975,Gare de Chelles Gournay,Vieux Moulin,StopPoint:Node:2642573026,101261028:8,39975,Gare de Chelles,Vieux Moulin,202.42109570282935
31018,StopPoint:53:2394,101261028:8,39976,Gare de Chelles Gournay,Grande Prairie,StopPoint:Node:2642361464,101261028:8,39976,Gare de Chelles,Grande Prairie,71.17825103915243
31028,StopPoint:53:2637,101261028:8,36509,Gare de Chelles Gournay,République,StopPoint:Node:2064577380,101261028:8,36509,Gare de Chelles,République,102.75472366593583
31029,StopPoint:53:2638,101261028:8,15505,Gare de Vaires Torcy (Sud),République,StopPoint:Node:2064577382,101261028:8,15505,Gare de Vaires Torcy,République,90.74640444483478
31049,StopPoint:53:2157,101261121:7s,21211,Cité Scolaire,Stade,StopPoint:Node:5646487446,101261121:7s,21211,Cité Scolaire (Chelles),Stade,92.1641064866661
31078,StopPoint:53:2522,101261121:7s,21890,Cité Scolaire,Goulet,StopPoint:Node:1200579458,101261121:7s,21890,Cité Scolaire (Chelles),Goulet,72.19039517329061
31099,StopPoint:53:2104,101261123:9s,16686,Cité Scolaire,Mont Chalats,StopPoint:Node:2635554154,101261123:9s,16686,Cité Scolaire (Chelles),Mont-Chalâts,77.81801304118945
31231,StopPoint:53:2114,101261124:4s,16692,Cité Scolaire,Chasse,StopPoint:Node:5442483922,101261124:4s,16692,Cité Scolaire (Chelles),Chasse,105.68712047912288
31399,StopPoint:79:2022,111591202:B,416648,Ballainvilliers Centre,Pont des Maures,StopPoint:Node:5405604706,111591202:B,416648,Ballainvilliers Centre,Pont des Maures,85.78661600686802
31412,StopPoint:79:2010,111591203:C,416658,Hôpital de Longjumeau,Clinique de l'Yvette,StopPoint:Node:3790544050,111591203:C,416658,Hôpital de Longjumeau,Clinique de l'Yvette,120.00246686125051
31419,StopPoint:79:2022,111591203:C,416648,Hôpital de Longjumeau,Pont des Maures,StopPoint:Node:5405604706,111591203:C,416648,Hôpital de Longjumeau,Pont des Maures,85.78661600686802
31426,StopPoint:79:2032,111591203:C,416627,Hôpital de Longjumeau,Hôtel de Ville,StopPoint:Node:5420536952,111591203:C,416627,Hôpital de Longjumeau,Hôtel de Ville,91.86894417488556
31427,StopPoint:79:2032,111591203:C,416627,Hôpital de Longjumeau,Hôtel de Ville,StopPoint:Node:5420536952,111591203:C,416627,Hôpital de Longjumeau,Hôtel de Ville,91.86894417488556
31440,StopPoint:79:3010,111593301:1,416553,Rosny-sous-Bois RER,Etienne Dolet,StopPoint:Node:5688481903,111593301:1,416553,Rosny-sous-Bois RER,Étienne Dolet,87.75644836609987
31467,StopPoint:79:3031,111593303:3,416519,Rosny-sous-Bois RER,Avenue de l'Ouest,StopPoint:Node:5688553565,111593303:3,416519,Rosny-sous-Bois RER,Avenue de l'Ouest,194.3588640249868
32163,StopPoint:88:1498,116931006:FILEOSL,423065,Sevran Livry RER B,Versant Seine,StopPoint:Node:5630202107,116931006:FILEOSL,423065,Sevran Livry RER B,Versant Seine,367.71165291101903
32166,StopPoint:88:1962,116931006:FILEOSL,427394,Sevran Livry RER B,Croix Rouge,StopPoint:Node:1799961736,116931006:FILEOSL,427394,Sevran Livry RER B,Croix Rouge,142.24977609099673
32170,StopPoint:88:1963,116931006:FILEOSL,427393,Sevran Livry RER B,Francisco Ferrer,StopPoint:Node:5697102742,116931006:FILEOSL,427393,Sevran Livry RER B,Francisco Ferrer,92.00457887404335
32174,StopPoint:88:1964,116931006:FILEOSL,427391,Sevran Livry RER B,Renoir,StopPoint:Node:5550455029,116931006:FILEOSL,427391,Sevran Livry RER B,Auguste Renoir,107.14898669396545
32266,StopPoint:88:1498,116931007:FILEOVE,423065,Vert Galant RER B,Versant Seine,StopPoint:Node:5630202107,116931007:FILEOVE,423065,Vert Galant RER B (Villepinte),Versant Seine,367.71165291101903
32470,StopPoint:12:3209,208208002:B,15912,Maison Rouge,Ecole de Police,StopPoint:Node:5602880951,208208002:B,15912,Maison Rouge (Varennes),École de Police,182.25774098592981
32602,StopPoint:12:3311,208258008:208,15970,Cour des Adieux,Grinsson,StopPoint:Node:4326573008,208258008:208,15970,Cour des Adieux (Fontainebleau),Grinsson,70.46346863433544
32607,StopPoint:12:3313,208258008:208,30678,Cour des Adieux,Porte Nadon,StopPoint:Node:5613665087,208258008:208,30678,Cour des Adieux (Fontainebleau),Porte Nadon,110.93179718915097
32622,StopPoint:12:3563,208258008:208,34003,Cour des Adieux,8 mai,StopPoint:Node:4525931990,208258008:208,34003,Cour des Adieux (Fontainebleau),8 Mai 1945,75.06658828218134
32627,StopPoint:12:3667,208258008:208,16126,Cour des Adieux,Avenue de Fontainebleau,StopPoint:Node:4528007694,208258008:208,16126,Cour des Adieux (Fontainebleau),Avenue de Fontainebleau,1176.62236267955
32654,StopPoint:12:3314,208258204:204,30679,Collège Sisley,Porte Nadon,StopPoint:Node:4332463768,208258204:204,30679,Collège Sisley,Porte Nadon,126.55271005397056
32655,StopPoint:12:3314,208258204:204,30679,Rue des Trop Chères,Porte Nadon,StopPoint:Node:4332463768,208258204:204,30679,Rue des Trop Chères (Saint-Mammès),Porte Nadon,126.55271005397056
32674,StopPoint:12:3563,208258206:206,34003,Collège F. Gregh,8 mai,StopPoint:Node:4525931990,208258206:206,34003,Collège Sisley,8 Mai 1945,75.06658828218134
32735,StopPoint:12:3126,208608019:19,15860,Lepesme,Lepesme,StopPoint:Node:5881237216,208608019:19,15860,Lepesme,Place Lepesme,86.89051078432519
32821,StopPoint:20:712,212212003:27,35094,TIERS GARE DE SAINT GERMAIN EN LAYE,TIERS GARE DE SAINT GERMAIN EN LAYE,StopPoint:Node:5577386156,212212003:27,35094,Gare de Saint-Germain en Laye - Rue Thiers,Gare de Saint-Germain en Laye - Rue Thiers,151.61501474266862
32856,StopPoint:20:152,212212005:05,34866,GARE PLACE ROMAGNE,LYCEE LOUISE WEISS,StopPoint:Node:5668122972,212212005:05,34866,Gare Place Romagne,Lycée Louise Weiss,78.67003800596005
32940,StopPoint:20:706,212212005:05,35091,GARE PLACE ROMAGNE,GARE PLACE ROMAGNE,StopPoint:Node:5333215541,212212005:05,35091,Gare Place Romagne,Gare Place Romagné,114.09648864223205
33503,StopPoint:14:14984,214214001:SAMOIS,426113,Lucien Cézard,Rosa Bonheur,StopPoint:Node:5871243033,214214001:SAMOIS,426113,Fontainebleau - Lucien Cézard,Rosa Bonheur,144.11601500136268
33505,StopPoint:14:14988,214214001:SAMOIS,426129,Lucien Cézard,Château,StopPoint:Node:5881251442,214214001:SAMOIS,426129,Fontainebleau - Lucien Cézard,Château - Fontainebleau,268.37669882613585
33508,StopPoint:14:2150,214214001:SAMOIS,4969,Lucien Cézard,Etape,StopPoint:Node:5899312732,214214001:SAMOIS,4969,Fontainebleau - Lucien Cézard,Place de l'Étape,329.371790299893
33509,StopPoint:14:2156,214214001:SAMOIS,4971,Lucien Cézard,Hôpital de Fontainebleau,StopPoint:Node:5871243031,214214001:SAMOIS,4971,Fontainebleau - Lucien Cézard,Hôpital de Fontainebleau,233.7471582905051
33510,StopPoint:14:2163,214214001:SAMOIS,4973,Lucien Cézard,Lucien Cézard,StopPoint:Node:5871243027,214214001:SAMOIS,4973,Fontainebleau - Lucien Cézard,Collège Lucien Cezard,262.48752576022264
33511,StopPoint:14:2179,214214001:SAMOIS,4977,Lucien Cézard,St Aspais,StopPoint:Node:5866598011,214214001:SAMOIS,4977,Fontainebleau - Lucien Cézard,Saint-Aspais,162.23030971106934
33512,StopPoint:14:2181,214214001:SAMOIS,4979,Lucien Cézard,Sous Préfecture,StopPoint:Node:5871243029,214214001:SAMOIS,4979,Fontainebleau - Lucien Cézard,Sous-Préfecture,103.7845493022739
33681,StopPoint:26:18084,227227001:227-06,411625,C.C MAISON NEUVE,BOIS DE VETILLE,StopPoint:Node:5321095608,227227001:227-06,411625,Centre Commercial Maison Neuve,Bois de Vétille,79.70562183459819
33699,StopPoint:26:18266,227227002:227-02B,426765,BRECHE AUX LOUPS,CARRERE D'ENCAUSSE,StopPoint:Node:5928897575,227227002:227-02B,426765,Breche aux Loups,Carrere d'Encausse,90.67830546005297
33737,StopPoint:61:245,228177050:50,9791,Chessy Gares,Chessy Gares,StopPoint:Node:5417814059,228177050:50,9791,Chessy,Chessy Gares,88.21236918652477
33796,StopPoint:61:656,228771009:PROBUSC,10458,Gare SNCF Quai 3,Libération,StopPoint:Node:5756961810,228771009:PROBUSC,10458,Gare de Provins SNCF Quai 3,Libération,154.25520894605805
34292,StopPoint:41:6183,230410417:417,20816,La Verrière Gare,Paul Verlaine,StopPoint:Node:5586667217,230410417:417,20816,La Verrière Gare,Paul Verlaine,70.62941611768102
34888,StopPoint:44:30233,233233701:701,427752,Gare de Chenay Gagny,Cimetière de l'est,StopPoint:Node:5926546965,233233701:701,427752,Gare de Chenay Gagny,Cimetière de l'Est,78.98926748437627
34989,StopPoint:87:193,251195011:95-11,416884,Gare Mantes-la-Jolie,Gare Mantes-la-Jolie,StopPoint:Node:1480156299,251195011:95-11,416884,Gare Mantes-la-Jolie,Gare Routière Mantes-la-Jolie,72.77708860321245
34990,StopPoint:87:193,251195011:95-11,416884,Gare Mantes-la-Jolie,Gare Mantes-la-Jolie,StopPoint:Node:1480156299,251195011:95-11,416884,Gare Mantes-la-Jolie,Gare Routière Mantes-la-Jolie,72.77708860321245
35142,StopPoint:87:50,251195047:95-47,417119,Collège,Collège,StopPoint:Node:5387463089,251195047:95-47,417119,Collège,Collège,93.05380692386589
35143,StopPoint:87:50,251195047:95-47,417119,Collège,Collège,StopPoint:Node:5387463089,251195047:95-47,417119,Collège,Collège,93.05380692386589
35154,StopPoint:87:50,251195047:95-47,417119,Ecole,Collège,StopPoint:Node:5387463089,251195047:95-47,417119,Collège,Collège,93.05380692386589
35155,StopPoint:87:50,251195047:95-47,417119,Ecole,Collège,StopPoint:Node:5387463089,251195047:95-47,417119,Collège,Collège,93.05380692386589
35437,StopPoint:70:16127,293193605:605,19214,Gare d'Aulnay-sous-Bois,République Marx Dormoy,StopPoint:Node:5238937321,293193605:605,19214,Gare d'Aulnay-sous-Bois,République — Marx Dormoy,112.93767555482943
35472,StopPoint:70:12570,293193607:607,19120,La Courneuve 8 mai 1945,Gare de Sevran Beaudottes,StopPoint:Node:2868460488,293193607:607,19120,La Courneuve - 8 Mai 1945,Sevran Beaudottes RER,112.46207484106615
35488,StopPoint:70:19326,293193607:607,19300,Gare de Villepinte,Victoire,StopPoint:Node:2445813626,293193607:607,19300,Gare de Villepinte,Victoire,93.90922845476513
35499,StopPoint:70:2324,293193607:607,18837,Gare de Villepinte,Le Parc,StopPoint:Node:5537066932,293193607:607,18837,Gare de Villepinte,Le Parc,326.55599041044024
35502,StopPoint:70:24545,293193607:607,19420,La Courneuve 8 mai 1945,Pasteur,StopPoint:Node:2477902402,293193607:607,19420,La Courneuve - 8 Mai 1945,Pasteur,175.02355701269119
35615,StopPoint:70:11203,293193610:610,19091,Gare de Sevran Beaudottes,Croix Rouge,StopPoint:Node:1799961736,293193610:610,19091,Gare de Sevran Beaudottes,Croix Rouge,100.65687988728052
35620,StopPoint:70:16325,293193610:610,427246,Gare de Dugny La Courneuve,Maurice Audin,StopPoint:Node:5586538837,293193610:610,427246,Gare de Dugny La Courneuve,Maurice Audin,103.293762578371
35693,StopPoint:70:18144,293193613:613,19268,Gare de Chelles Gournay,Paul Gauguin,StopPoint:Node:2669992269,293193613:613,19268,Gare de Chelles-Gournay,Paul Gauguin,97.80001627522537
35711,StopPoint:70:27631,293193613:613,19490,Gare d'Aulnay-sous-Bois,Emile Zola,StopPoint:Node:5587426941,293193613:613,19490,Gare d'Aulnay-sous-Bois,Émile Zola,78.33654948775614
35713,StopPoint:70:28671,293193613:613,19520,Gare de Chelles Gournay,Quatre Routes,StopPoint:Node:2669992192,293193613:613,19520,Gare de Chelles-Gournay,Quatre Routes,70.75511019467413
35738,StopPoint:70:8586,293193613:613,19018,Gare d'Aulnay-sous-Bois,Paul Gauguin,StopPoint:Node:2669992262,293193613:613,19018,Gare d'Aulnay-sous-Bois,Paul Gauguin,123.669645766187
35741,StopPoint:70:11203,293193615:615,19091,Gare de Villepinte,Croix Rouge,StopPoint:Node:1799961736,293193615:615,19091,Villepinte RER,Croix Rouge,100.65687988728052
35868,StopPoint:70:749,293193618:618,15108,Général de Gaulle,Degas,StopPoint:Node:4326765999,293193618:618,15108,Général De Gaulle,Degas,97.42250740841983
36004,StopPoint:70:31226,293193640:640,19595,Gare du Parc des Expositions,165 Avenue du Bois de la Pie,StopPoint:Node:5326977686,293193640:640,19595,Gare du Parc des Expositions,165 Avenue du Bois de la Pie,116.74045486715693
36098,StopPoint:14:14992,333575515:TRAVERSE,426118,Parc Georges Brassens,Volontaire-Vaigirard,StopPoint:Node:5866598014,333575515:TRAVERSE,426118,Parc Georges-Brassens,Volontaires - Vaugirard,206.78798471172283
36123,StopPoint:86:405,350350003:C,423340,Port Fouquet,Charcot,StopPoint:Node:5618110203,350350003:C,423340,Port Fouquet,Charcot,177.92217621295987
36124,StopPoint:86:406,350350003:C,423338,Gare Mantes la Jolie - Quai 2,Charcot,StopPoint:Node:4325370921,350350003:C,423338,Gare Routière Mantes-la-Jolie - Quai 1,Charcot,146.08736685888084
36169,StopPoint:86:395,350350004:D,423332,Plaisances,Résidence du Lac,StopPoint:Node:5629707512,350350004:D,423332,Plaisances,Résidence du Lac,82.56660934836364
36239,StopPoint:86:80,350350009:I,39786,Gare Routière Mantes-la-Ville,Gare Routière Mantes-la-Ville,StopPoint:Node:5709468948,350350009:I,39786,Gare Routière Mantes-la-Ville,Gare Routière Mantes-la-Ville,77.69381325386308
36317,StopPoint:86:395,350350024:X,423332,Henri Clérisse,Résidence du Lac,StopPoint:Node:5629707512,350350024:X,423332,Henri Clérisse,Résidence du Lac,82.56660934836364
36415,StopPoint:86:370,350350031:K,423327,Lycée Condorcet,Marronniers,StopPoint:Node:1468619181,350350031:K,423327,Lycée Condorcet,Marronniers,92.48270356900242
36433,StopPoint:86:375,350350031:K,12593,René Renault,Forest,StopPoint:Node:5716955566,350350031:K,12593,René Renault,Forest,89.45993007521601
36436,StopPoint:86:377,350350031:K,12526,René Renault,Centre commercial,StopPoint:Node:5349802603,350350031:K,12526,René Renault,Centre Commercial,179.8197356280925
36439,StopPoint:86:378,350350031:K,423366,René Renault,Basses Meunières,StopPoint:Node:5716955564,350350031:K,423366,René Renault,Basses Meunières,256.8471685051643
36459,StopPoint:86:389,350350031:K,12527,Lycée Condorcet,Centre commercial,StopPoint:Node:5349802613,350350031:K,12527,Lycée Condorcet,Centre Commercial,193.21418860947617
36468,StopPoint:86:46,350350031:K,416974,Lycée Condorcet,Hôtel de Ville,StopPoint:Node:5446395288,350350031:K,416974,Lycée Condorcet,Hôtel de Ville,73.98337276906301
36498,StopPoint:10:1242,400300510:510,23038,ZI Croix Blanche,Jean Vilar,StopPoint:Node:5603894319,400300510:510,23038,ZI Croix Blanche,Jean Vilar,71.12591430287536
36502,StopPoint:10:1266,400300510:510,26649,ZI Croix Blanche,Clément Ader,StopPoint:Node:2288758124,400300510:510,26649,ZI Croix Blanche,Clément Ader,72.09989290499354
36680,StopPoint:10:1388,400400403:403,426763,Imprimerie Nationale,Les Coccinelles,StopPoint:Node:5604978792,400400403:403,426763,Imprimerie Nationale,Les Coccinelles,93.11917006601264
36985,StopPoint:10:1388,400400413:413,426763,Imprimerie Nationale,Les Coccinelles,StopPoint:Node:5604978792,400400413:413,426763,Imprimerie Nationale,Les Coccinelles,93.11917006601264
37191,StopPoint:10:1246,400400415:415,23555,Gare de Villabé,Pyrénées,StopPoint:Node:5604820086,400400415:415,23555,Gare de Villabé SNCF,Pyrénées,109.65834357630423
37232,StopPoint:10:1324,400400420:420,3271,Gare de Grigny Centre,Guérinière,StopPoint:Node:5293702564,400400420:420,3271,Grigny - Centre RER,Guérinière,138.51529681555044
37256,StopPoint:10:408,400400420:420,3944,Gare de Grigny Centre,Place Marcel Sembat,StopPoint:Node:3244472582,400400420:420,3944,Grigny - Centre RER,Place Marcel Sembat,85.7306977336455
37277,StopPoint:10:1158,400400453:453,19812,Imprimerie Nationale,Les Coccinelles,StopPoint:Node:5704876086,400400453:453,19812,Imprimerie Nationale,Les Coccinelles,118.26644513840007
